ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002449	lymphocyte mediated immunity	296	0.6255702690189467	1.7923750314382028	1e-10	7.49718309859155e-9	6.628613787991105e-9	1529	tags=25%, list=11%, signal=22%	28467/28392/3500/28468/3514/28395/3539/28434/28444/28388/28442/9156/28445/3538/28450/714/3502/713/28400/1191/28391/28439/3494/28423/28412/3493/28452/28426/28457/28385/5052/28448/28455/28424/4352/28394/203068/28458/3542/28420/28408/708/28454/28473/28449/10459/3507/28414/712/28461/28464/28401/3501/3805/3503/3251/2209/28409/100423062/79915/102723168/23705/11006/28410/7468/7855/3146/970/710/3592/10312/7292/715
GO:1901987	regulation of cell cycle phase transition	378	0.61385616297372525	1.7668355515582388	1e-10	7.49718309859155e-9	6.628613787991105e-9	1483	tags=21%, list=11%, signal=19%	6241/5347/11065/9212/991/9088/332/51514/699/81620/9700/11130/51512/113130/63967/9787/701/8318/990/9319/993/54443/147841/5888/891/83540/9928/1063/55143/90381/7272/983/4998/1869/1031/57082/1062/10403/144455/6491/1111/7027/4085/6790/79035/26271/675/672/2146/51529/29980/8914/10459/51065/146956/8328/79968/1029/3398/1032/84444/25906/10217/79915/1017/11331/1763/5932/5087/57099/54962/6240/60/51692/2273/25793/79184/65992/51499/5721
GO:0007346	regulation of mitotic cell cycle	422	0.6120493694580758	1.765151789198019	1e-10	7.49718309859155e-9	6.628613787991105e-9	1483	tags=21%, list=11%, signal=19%	6241/5347/11065/9212/991/9088/4288/332/51514/699/9700/11130/51512/157313/113130/63967/9787/701/990/9319/993/54443/147841/891/83540/9928/1063/55143/4751/90381/7272/983/4998/1869/1031/57082/1062/10403/144455/6491/1111/1950/7027/4085/6790/7161/79035/54998/26271/858/675/672/7531/2146/1104/26073/51529/29980/10459/51065/146956/8328/51053/1029/1163/8877/3398/1032/25906/10217/6886/79915/1017/11331/5641/998/5932/5087/57099/54962/6240/60/51692/2273/25793/79184/1977/51499/5721
GO:0006091	generation of precursor metabolites and energy	410	0.6088531141501401	1.7541853884427134	1e-10	7.49718309859155e-9	6.628613787991105e-9	2414	tags=37%, list=17%, signal=31%	891/2731/983/7388/30968/9377/11315/1337/2232/4715/160428/4728/1351/113115/26227/2597/6622/10954/29796/51142/4694/54539/4713/4696/1329/521/2109/4726/374291/27089/4710/1347/38/522/84269/4706/10476/513/55829/3418/6472/1345/4709/1535/2108/539/4722/1327/1340/7386/4697/84883/9551/440567/514/4716/4700/1349/4712/29103/9611/4695/6390/509/3939/55967/1537/84300/37/669/3692/4191/1350/4717/2023/4704/2821/444/11331/5315/4707/5499/10063/4702/498/5223/7384/2271/4835/7264/51071/2235/7381/10975/112464/5214/6834/2647/1716/226/4714/4708/5160/2584/4513/9555/506/4729/4514/6888/27166/7167/158/7351/2936/65990/51103/4190/84334/515/10632/8802/4725/4724/5226/3420/9167/27069/790955/7415/387/8974/4718/2539/3588/92259/205/3421/5501/6391/351/8659/126328/388753/2629/6715/3953/2110/29958/400916
GO:0045786	negative regulation of cell cycle	330	0.6075701588640742	1.7454334266834959	1e-10	7.49718309859155e-9	6.628613787991105e-9	990	tags=17%, list=7%, signal=16%	5347/9212/991/9088/332/51514/699/81620/9700/11130/51512/63967/701/8318/990/9319/147841/5888/891/83540/1063/55143/4751/90381/7272/983/4998/1869/57082/10403/144455/1111/79733/4085/79035/54998/26271/6300/675/672/2146/29980/8914/899/10459/51065/146956/8328/1020/79968/27243/51053/1029/1032/84444/25906/10217
GO:0044770	cell cycle phase transition	479	0.5968244979293312	1.7229843080808678	1e-10	7.49718309859155e-9	6.628613787991105e-9	1483	tags=20%, list=11%, signal=19%	6241/5347/11065/890/2305/9212/991/9088/332/51514/699/9133/81620/9700/11130/51512/113130/63967/9787/701/8318/990/9319/1870/993/54443/147841/1033/5888/9833/891/83540/9928/1063/55143/90381/7272/983/4998/1869/1031/57082/1062/10403/144455/6491/1111/7027/4085/6790/79035/26271/675/672/808/2146/1104/51529/29980/8914/899/10459/51065/146956/8328/9134/1020/79968/27243/1029/1163/898/3398/1032/7332/84444/25906/128866/10217/79915/1017/11331/1763/5932/5087/57099/54962/6240/60/51692/2273/25793/79184/65992/1977/51499/5721
GO:0055086	nucleobase-containing small molecule metabolic process	488	0.5653751629729791	1.6323361509644287	1e-10	7.49718309859155e-9	6.628613787991105e-9	2298	tags=30%, list=17%, signal=26%	7083/6241/7298/11332/4830/30968/2766/11315/4715/160428/4728/952/1841/6622/4694/54539/9582/4713/4696/516/521/29925/4726/374291/5138/56953/79993/518/4710/1854/4913/38/522/4706/10476/513/3418/6472/4709/7378/84833/2079/539/4722/4521/9556/4354/9551/514/4716/4700/10654/6470/4522/4712/5901/9540/441024/4695/2617/6390/509/200315/55967/3251/10005/669/4191/4717/2987/2023/4704/27350/11001/8654/4707/79077/8460/706/4702/2983/11164/51251/498/164668/5223/10606/572/4833/1798/6240/10591/7264/51071/109/56952/6576/1716/226/25996/4714/4708/5160/79873/9555/506/3704/23463/1267/4729/7114/517/6888/2982/158/65990/8459/9414/1728/4190/8833/2180/515/2530/10632/8802/4725/29789/4724/3094/7371/5226/23583/8623/790955/7415/9605/254552/128240/112/4718/2539/318/205/100/4597/8876/6391
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	307	0.6089796906243171	1.7471062489288531	1.1913759930281286e-10	8.807908904012123e-9	7.787488398872461e-9	1534	tags=24%, list=11%, signal=22%	28467/28392/3500/28468/3514/28395/3539/28434/28444/28388/28442/9156/28445/3538/28450/714/3502/713/28400/1191/28391/28439/3494/28423/28412/3493/28452/28426/28457/28385/28448/28455/28424/4352/28394/28458/3542/28420/28408/708/28454/28473/28449/10459/3507/28414/712/28461/28464/28401/10148/3501/3503/3251/2209/3142/28409/100423062/79915/2048/102723168/11006/28410/7468/7855/3146/970/710/3592/10312/7292/715/5245
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	101	0.7428904134199796	2.0228220396376684	1.5813770308787133e-10	1.1531054705982728e-8	1.0195150259637675e-8	2340	tags=57%, list=17%, signal=48%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/4695/6390/509/55967/4717/2023/4704/4707/4702/498/4833/226/4714/4708/506/4729/7114/517/65990/515/10632/4725/4724/790955/7415/9605/4718/318/6391/126328
GO:0009201	ribonucleoside triphosphate biosynthetic process	107	0.7364159210606915	2.003937370933141	1.8301498748055638e-10	1.3164713221067589e-8	1.1639544936352314e-8	2340	tags=55%, list=17%, signal=46%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/4695/6390/509/55967/4717/2023/4704/4707/4702/498/4833/226/4714/4708/506/4729/7114/517/65990/515/10632/4725/4724/7371/790955/7415/9605/4718/318/6391/126328
GO:0006754	ATP biosynthetic process	92	0.7518567353081705	2.034432407332297	2.1852306659172444e-10	1.5509310446236656e-8	1.3712514115531228e-8	2340	tags=61%, list=17%, signal=51%	30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/4695/6390/509/55967/4717/2023/4704/4707/4702/498/226/4714/4708/506/4729/7114/517/65990/515/10632/4725/4724/790955/7415/9605/4718/318/6391/126328
GO:0009145	purine nucleoside triphosphate biosynthetic process	102	0.7421324517604595	2.0202194592589042	2.2349719236983202e-10	1.5653625723481785e-8	1.3840110070436552e-8	2340	tags=57%, list=17%, signal=48%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/4695/6390/509/55967/4717/2023/4704/4707/4702/498/4833/226/4714/4708/506/4729/7114/517/65990/515/10632/4725/4724/790955/7415/9605/4718/318/6391/126328
GO:0007052	mitotic spindle organization	120	0.7099810848461097	1.9496011359093726	2.746849431565453e-10	1.8988934447042735e-8	1.678901409231598e-8	1005	tags=24%, list=7%, signal=23%	5347/22974/9212/991/332/24137/4605/9787/3833/3832/891/83540/55143/4751/7272/1062/10403/6491/9493/284403/6790/3925/7283/1104/26073/27243/5901/128866/56647
GO:0002443	leukocyte mediated immunity	372	0.5864816497324215	1.687126356555754	2.821378050172349e-10	1.9254096616753093e-8	1.7023456494359744e-8	1529	tags=21%, list=11%, signal=19%	28467/28392/3500/28468/3514/28395/3539/28434/28444/28388/28442/9156/28445/3538/28450/714/3502/713/28400/1191/28391/28439/3494/28423/28412/3493/28452/28426/28457/28385/5052/2623/28448/28455/28424/4352/28394/203068/28458/3542/28420/28408/708/28454/28473/28449/10459/3507/28414/712/28461/1991/28464/28401/3501/3805/3503/3251/2624/2209/28409/5880/100423062/79915/102723168/23705/11006/28410/7468/7855/3146/970/710/3592/10312/7292/715
GO:0000226	microtubule cytoskeleton organization	497	0.5545491334186603	1.602444126212334	2.9762356621991957e-10	2.00538005441599e-8	1.7730512519243977e-8	1648	tags=18%, list=12%, signal=16%	5347/22974/9212/991/332/24137/259266/9133/10112/9700/4605/1058/9787/11004/3833/220134/221150/3832/891/83540/9768/55143/4751/7272/983/146909/1062/10403/10733/6491/1111/9493/1769/284403/10615/151648/4085/6790/79739/2597/3925/26271/6622/7283/79000/675/672/203068/4131/10376/1104/89958/26073/84790/1072/899/1020/27243/5902/56288/5879/5901/81027/9611/115106/54930/128866/56647/8636/83538/1017/2801/10634/7516/4130/1155/10253/29127/348235/29899/4733/84056/27229/11200/84071/10726/10540/8555/1069
GO:0006959	humoral immune response	130	0.7100078306839102	1.9640513267197641	3.132879644420206e-10	2.0845397934060944e-8	1.8430401171319397e-8	1534	tags=33%, list=11%, signal=30%	3500/3512/140823/9156/8347/714/3502/713/8343/1191/3494/8349/85236/3493/8970/2597/8339/5473/5196/5197/708/6283/966/28912/6280/3507/712/1991/5450/2197/3151/10148/3501/283/6374/3503/6037/2821/11326/820/710/715/5245
GO:0006753	nucleoside phosphate metabolic process	428	0.5737338455709746	1.6548025417603314	3.373807442969809e-10	2.217132965299789e-8	1.9602720048756355e-8	2298	tags=32%, list=17%, signal=27%	7083/6241/7298/11332/4830/30968/2766/11315/4715/160428/4728/952/1841/6622/4694/54539/4713/4696/516/521/4726/374291/5138/56953/79993/518/4710/1854/4913/38/522/4706/10476/513/3418/4709/7378/84833/539/4722/9556/4354/9551/514/4716/4700/10654/6470/4522/4712/5901/9540/441024/4695/2617/6390/509/55967/3251/10005/669/4191/4717/2987/2023/4704/11001/8654/4707/79077/8460/706/4702/2983/11164/51251/498/5223/10606/572/4833/6240/10591/51071/109/6576/1716/226/25996/4714/4708/5160/79873/9555/506/3704/1267/4729/7114/517/6888/2982/158/65990/8459/9414/1728/4190/8833/2180/515/10632/8802/4725/29789/4724/3094/7371/5226/23583/8623/790955/7415/9605/254552/128240/112/4718/2539/318/205/100/4597/8876/6391
GO:0009165	nucleotide biosynthetic process	244	0.6304871486075591	1.7947494660315948	3.7742778843820653e-10	2.4500586803128946e-8	2.166212634283981e-8	2246	tags=36%, list=16%, signal=30%	6241/7298/11332/4830/30968/4715/4728/1841/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/1854/38/522/4706/10476/513/4709/7378/84833/539/4722/9556/9551/514/4716/4700/6470/4522/4712/441024/4695/2617/6390/509/55967/3251/4717/2987/2023/4704/11001/4707/4702/2983/498/10606/4833/6240/109/6576/1716/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/7371/790955/7415/9605/112/4718/318/205/100
GO:0033044	regulation of chromosome organization	233	0.6391418254613802	1.8164649225063794	5.65929223425973e-10	3.629447296742716e-8	3.208965831246069e-8	1372	tags=21%, list=10%, signal=19%	5347/11065/9212/991/332/699/9700/7153/11130/9787/64151/701/990/9319/23397/147841/891/83540/1063/55143/4751/7272/983/57082/80119/1062/10403/2237/4085/79035/26271/116028/51529/10856/10459/10923/8607/10051/10592/25906/6886/1017/10574/54892/3021/3020/60/7203
GO:0140013	meiotic nuclear division	122	0.7107119390776933	1.956156588086203	5.743136452970353e-10	3.6393708737096655e-8	3.217739734490031e-8	1576	tags=27%, list=11%, signal=24%	5347/991/259266/9133/9700/7153/8438/9319/23397/5888/83540/7272/10403/151648/9232/6790/10635/26271/675/146956/9134/811/898/10051/10592/2175/201254/2801/5719/9985/2827/83990/29893
GO:0015986	proton motive force-driven ATP synthesis	73	0.7744963049932108	2.03294658028304	9.100103167285772e-10	5.698805783466137e-8	5.038583437886649e-8	2340	tags=68%, list=17%, signal=57%	30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/4695/6390/509/55967/4717/4704/4707/4702/498/4714/4708/506/4729/517/65990/515/10632/4725/4724/9605/4718/6391/126328
GO:0006261	DNA-templated DNA replication	154	0.680108487855468	1.909611153868226	1.572659572028183e-9	9.734031281286068e-8	8.606316948026936e-8	1327	tags=30%, list=10%, signal=27%	7083/81620/55388/51659/8318/990/5888/10721/4171/90381/4998/3159/9401/4173/144455/2237/5427/79733/4175/26271/79075/675/672/4176/23594/10293/10189/29980/9837/8914/146956/5111/4174/9134/51053/898/79915/222229/201254/1017/5984/1763/6742/5932/54962/6240
GO:0045930	negative regulation of mitotic cell cycle	204	0.6423019333838774	1.8204293796570608	1.7181148043165978e-9	1.0512097819973851e-7	9.294242335268612e-8	695	tags=18%, list=5%, signal=17%	5347/9212/991/332/51514/699/11130/51512/63967/701/990/9319/147841/891/83540/1063/55143/90381/7272/983/4998/57082/10403/144455/1111/4085/79035/54998/26271/672/2146/29980/10459/51065/146956/8328
GO:0046390	ribose phosphate biosynthetic process	203	0.6364298444622192	1.8022035003758983	2.5715986906303475e-9	1.555524980707425e-7	1.3753131274890292e-7	2340	tags=39%, list=17%, signal=33%	11332/4830/30968/4715/4728/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/38/522/4706/10476/513/4709/7378/84833/539/4722/9556/9551/514/4716/4700/4522/4712/4695/6390/509/55967/3251/4717/2023/4704/11001/4707/4702/2983/498/10606/4833/109/6576/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/7371/790955/7415/9605/112/4718/2539/318/205/100/6391/126328
GO:0009260	ribonucleotide biosynthetic process	197	0.6409994159373378	1.812877751448867	2.6070258684673115e-9	1.5592358087473593e-7	1.3785940458802306e-7	2340	tags=40%, list=17%, signal=34%	11332/4830/30968/4715/4728/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/38/522/4706/10476/513/4709/7378/84833/539/4722/9556/9551/514/4716/4700/4522/4712/4695/6390/509/55967/3251/4717/2023/4704/11001/4707/4702/2983/498/10606/4833/109/6576/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/7371/790955/7415/9605/112/4718/318/205/100/6391/126328
GO:0072522	purine-containing compound biosynthetic process	221	0.6232604907151257	1.768975964748683	3.762827346790219e-9	2.2255033296627041e-7	1.9676726394735755e-7	2340	tags=38%, list=17%, signal=32%	11332/4830/30968/4715/4728/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/38/522/4706/10476/513/6472/4709/84833/539/4722/9556/9551/514/4716/4700/6470/4522/4712/441024/4695/6390/509/55967/3251/4717/2987/2023/4704/11001/4707/4702/2983/498/10606/4833/109/56952/6576/1716/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/790955/7415/9605/112/4718/318/205/100/6391/126328
GO:0009152	purine ribonucleotide biosynthetic process	183	0.6504149631681679	1.831880255125451	4.0204943196147264e-09	2.3517682706933176e-7	2.0793094393287962e-7	2340	tags=42%, list=17%, signal=35%	11332/4830/30968/4715/4728/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/38/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4522/4712/4695/6390/509/55967/3251/4717/2023/4704/11001/4707/4702/2983/498/10606/4833/109/6576/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/790955/7415/9605/112/4718/318/205/100/6391/126328
GO:0045132	meiotic chromosome segregation	59	0.7869950805111968	2.0067531453358476	6.236221597794135e-9	3.608196474462846e-7	3.190176975256016e-7	887	tags=29%, list=6%, signal=27%	5347/259266/9133/9700/9319/23397/83540/7272/10403/151648/9232/6790/26271/9134/898/10051/10592
GO:0051225	spindle assembly	120	0.6900026014509755	1.8947404153180025	6.4669644435311005e-9	3.7014679282705427e-7	3.27264267425326e-7	1005	tags=24%, list=7%, signal=23%	5347/22974/9212/991/332/24137/259266/9133/4605/3833/3832/55143/4751/10403/6491/9493/10615/6790/26271/203068/1104/26073/27243/81027/9611/115106/54930/128866/56647
GO:0009117	nucleotide metabolic process	422	0.5633135725153606	1.6245976387254932	6.79460473499545e-9	3.8476256387639126e-7	3.401867611440611e-7	2298	tags=32%, list=17%, signal=27%	6241/7298/11332/4830/30968/2766/11315/4715/160428/4728/952/1841/6622/4694/54539/4713/4696/516/521/4726/374291/5138/56953/79993/518/4710/1854/4913/38/522/4706/10476/513/3418/4709/7378/84833/539/4722/9556/4354/9551/514/4716/4700/10654/6470/4522/4712/5901/9540/441024/4695/2617/6390/509/55967/3251/10005/4191/4717/2987/2023/4704/11001/8654/4707/79077/8460/706/4702/2983/11164/51251/498/5223/10606/572/4833/6240/10591/51071/109/6576/1716/226/25996/4714/4708/5160/79873/9555/506/3704/1267/4729/7114/517/6888/2982/158/65990/8459/9414/1728/4190/8833/2180/515/10632/8802/4725/29789/4724/3094/7371/5226/23583/8623/790955/7415/9605/254552/128240/112/4718/2539/318/205/100/4597/8876/6391
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	65	0.7762695951661974	2.003681648749374	7.521246810902625e-9	4.2142733446773345e-7	3.726038170808381e-7	1955	tags=63%, list=14%, signal=54%	30968/4715/4728/4694/54539/4713/4696/521/4726/374291/4710/522/4706/10476/513/4709/539/4722/9551/514/4716/4700/4712/4695/6390/509/55967/4717/4704/4707/4702/498/4714/4708/506/4729/65990/515/10632/4725/4724
GO:0008608	attachment of spindle microtubules to kinetochore	47	0.8243571402541936	2.0434655529270325	1.0655839240628042e-8	5.908440862277403e-7	5.223931715443857e-7	263	tags=30%, list=2%, signal=29%	9212/332/81620/11004/147841/891/83540/55143/4751/57082/1062/10403/10615/151648
GO:0051310	metaphase chromosome alignment	89	0.7327116764567291	1.9684688425218573	1.2008622604054967e-8	6.547089368563224e-7	5.788591033320384e-7	263	tags=20%, list=2%, signal=20%	9212/332/81620/113130/11004/3833/147841/891/83540/9928/1063/55143/4751/57082/1062/10403/10615/151648
GO:0044839	cell cycle G2/M phase transition	136	0.6824099582622547	1.8974703515564788	1.205363062406906e-8	6.547089368563224e-7	5.788591033320384e-7	596	tags=18%, list=4%, signal=18%	5347/890/2305/9212/9088/51514/9133/63967/990/993/9833/891/9928/1063/90381/983/4998/10403/1111/6790/79035/26271/672/808/29980
GO:0007143	female meiotic nuclear division	30	0.8704497499490502	2.018618754054501	1.366834614137532e-8	7.349152172781902e-7	6.497732652641048e-7	313	tags=30%, list=2%, signal=29%	5347/9133/7153/9319/23397/7272/10403/6790/26271
GO:0030261	chromosome condensation	37	0.8541768332004205	2.037908365632244	1.4042468669332439e-8	7.474806072685657e-7	6.608829202166877e-7	1437	tags=51%, list=10%, signal=46%	5347/3009/3006/7153/113130/64151/23397/983/3007/3008/8971/10051/10592/9131/387893/54892/3021/3020/3005
GO:0061982	meiosis I cell cycle process	86	0.7348965479958194	1.9647137173299958	1.4550576875711868e-8	7.668586208852898e-7	6.780159375852815e-7	825	tags=22%, list=6%, signal=21%	5347/991/9088/9133/9700/7153/8438/9319/993/5888/10403/9232/6790/10635/26271/675/146956/9134/898
GO:0050000	chromosome localization	103	0.714833395507317	1.9476563216365899	1.7762154429689335e-8	9.269406669532974e-7	8.195520377207535e-7	263	tags=18%, list=2%, signal=18%	9212/332/81620/113130/9787/11004/3833/147841/891/83540/9928/1063/55143/4751/57082/1062/10403/10615/151648
GO:0006164	purine nucleotide biosynthetic process	212	0.6242877087029075	1.7666954382676712	1.8182135034431268e-8	9.396456775560935e-7	8.307851378532672e-7	2340	tags=38%, list=17%, signal=32%	11332/4830/30968/4715/4728/6622/4694/54539/4713/4696/516/521/4726/374291/79993/518/4710/38/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4522/4712/441024/4695/6390/509/55967/3251/4717/2987/2023/4704/11001/4707/4702/2983/498/10606/4833/109/6576/1716/226/4714/4708/5160/506/4729/7114/517/2982/158/65990/8833/2180/515/10632/4725/4724/790955/7415/9605/112/4718/318/205/100/6391/126328
GO:0019731	antibacterial humoral response	30	0.8682684067657103	2.0135601044780302	2.0560675510742934e-8	1.05235072830466e-6	9.304329980620613e-7	1061	tags=63%, list=8%, signal=59%	3500/3512/8347/3502/8343/3494/8349/85236/3493/8970/8339/28912/3507/1991/2197/3501/283/3503/6037
GO:0010639	negative regulation of organelle organization	295	0.5778188380204672	1.6560693600360095	3.599237555097456e-8	1.824642048169882e-6	1.6132522414877922e-6	1257	tags=16%, list=9%, signal=15%	5347/22974/9212/991/332/699/9700/7153/11130/701/9319/147841/891/83540/1063/55143/7272/57082/80119/10403/1191/1111/4085/5468/54998/3925/26271/6622/6710/672/4131/5216/395/7111/899/10459/136319/10923/9168/9535/25906/2876/598/706/3021/7429/832
GO:0071459	protein localization to chromosome, centromeric region	30	0.8632833926441981	2.0019995945284323	3.646284035189259e-8	1.8310537659728703e-6	1.6189211441242478e-6	451	tags=37%, list=3%, signal=36%	9212/1058/701/7272/983/57082/8970/8365/3012/8294/8364
GO:0140694	non-membrane-bounded organelle assembly	339	0.5687447517787151	1.6331459154555288	5.416955946950448e-8	2.694809019216564e-6	2.382607972337969e-6	1158	tags=16%, list=8%, signal=15%	5347/22974/9212/991/332/24137/259266/9133/4605/1058/9787/3833/54443/3832/1063/55143/4751/1062/10403/10398/10733/387103/6491/9493/284403/10615/6790/26271/7138/672/203068/708/1104/550/26073/7111/71/51065/6713/27243/81027/9611/115106/1465/54930/27258/128866/56647/3692/51154/8760/201254/1017/55052/2801
GO:0009141	nucleoside triphosphate metabolic process	162	0.6509738476892671	1.830630544942052	5.499120458621484e-8	2.7103535371520516e-6	2.396351615058154e-6	2340	tags=44%, list=17%, signal=37%	7298/4830/30968/4715/4728/1841/4694/54539/4713/4696/516/521/4726/374291/518/4710/1854/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/5901/4695/6390/509/55967/4717/2023/4704/4707/79077/706/4702/11164/498/572/4833/1716/226/4714/4708/506/3704/4729/7114/517/65990/515/10632/4725/29789/4724/7371/790955/7415/9605/4718/318/205/100/6391/126328
GO:0000086	G2/M transition of mitotic cell cycle	123	0.6783018922868566	1.8720695505334506	8.258123009499278e-8	4.03284300729951e-6	3.565627037708476e-6	596	tags=19%, list=4%, signal=18%	5347/890/2305/9212/9088/51514/63967/990/993/9833/891/9928/1063/90381/983/4998/1111/6790/79035/26271/672/808/29980
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	34	0.8557962936574132	2.033238748767763	9.72218933924744e-8	4.688470523300097e-6	4.1452983002609794e-6	1061	tags=56%, list=8%, signal=52%	140823/8347/8343/8349/85236/8970/2597/8339/5473/5196/5197/6283/6280/1991/2197/3151/283/6374/6037
GO:0051303	establishment of chromosome localization	96	0.7097747266364475	1.9274523898472662	9.776821868989494e-8	4.688470523300097e-6	4.1452983002609794e-6	263	tags=19%, list=2%, signal=19%	9212/332/81620/113130/11004/3833/147841/891/83540/9928/1063/55143/4751/57082/1062/10403/10615/151648
GO:1904029	regulation of cyclin-dependent protein kinase activity	70	0.7453777835666274	1.9466404646334032	9.977199945419542e-8	4.741842438345377e-6	4.192486931952141e-6	1005	tags=21%, list=7%, signal=20%	5347/890/9088/9133/990/993/1033/891/1031/899/9134/1029/898/1032/56647
GO:0007005	mitochondrion organization	497	0.5241472175914129	1.5145937113308903	1.0865636461033659e-7	5.1183878656709885e-6	4.525408534446343e-6	2782	tags=34%, list=20%, signal=28%	140823/168620/80119/1191/30968/11315/4715/22885/4728/113115/3028/5468/6790/6622/51142/4694/858/54539/4713/26521/4696/374291/5138/10245/4710/1347/4706/513/26073/4709/55969/2017/100131801/59286/8936/4722/7386/3998/25915/81892/84883/4716/4700/4712/26519/10134/25994/29103/7416/4695/638/4580/92609/55967/7332/2876/84300/5880/9131/4717/79135/440957/598/56993/4704/26517/11331/4707/64423/23788/1763/6742/2537/10063/56947/706/4702/10899/2189/51204/7417/4358/572/7855/6240/55062/647087/493856/100287932/25793/28958/581/8996/125988/51499/6834/23770/55572/5245/64756/4714/4708/84233/10449/55101/192286/84134/1267/389203/27166/79133/7351/9141/29108/51103/5819/283951/10055/10452/84334/55294/4725/10935/4724/2034/3954/3329/51100/10651/9167/27069/790955/11345/65991/6721/79568/4718/51295/51287/5910/10440/79017/7323/54741/126328/118424/10981/2629/400916/91942/51024/192111/139322/1890/80025/643246/137392/292/142/10469/3799/81858/84557/10493/4719/10953/4711/81554/84987/599
GO:0009199	ribonucleoside triphosphate metabolic process	148	0.6487161262958885	1.8092424684869586	1.1770166753792975e-7	5.495841897407018e-6	4.859133477027553e-6	2340	tags=45%, list=17%, signal=37%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/5901/4695/6390/509/55967/4717/2023/4704/4707/706/4702/11164/498/572/4833/226/4714/4708/506/3704/4729/7114/517/65990/515/10632/4725/29789/4724/7371/790955/7415/9605/4718/318/205/6391/126328
GO:0009205	purine ribonucleoside triphosphate metabolic process	141	0.654375864236359	1.8172364530865568	1.5542538041095736e-7	7.194167825456748e-6	6.360703668809066e-6	2340	tags=46%, list=17%, signal=39%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/5901/4695/6390/509/55967/4717/2023/4704/4707/706/4702/11164/498/572/4833/226/4714/4708/506/3704/4729/7114/517/65990/515/10632/4725/29789/4724/790955/7415/9605/4718/318/205/6391/126328
GO:0061640	cytoskeleton-dependent cytokinesis	101	0.6866546834423948	1.8696973365067073	1.6097628685420584e-7	7.386868749352912e-6	6.53107965993788e-6	1222	tags=22%, list=9%, signal=20%	5347/9212/332/24137/10112/9700/1058/55165/54443/55143/9493/11113/3925/11258/26073/1072/27243/128866/375/55752/5414/10899
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	69	0.745626837972389	1.941513804353672	1.827688591031978e-7	8.315202025695058e-6	7.351862969414281e-6	1005	tags=22%, list=7%, signal=20%	5347/890/9088/9133/990/993/1033/891/1031/899/9134/1029/898/1032/56647
GO:0009144	purine nucleoside triphosphate metabolic process	147	0.6535988522809503	1.8215781296098543	1.991009354567082e-7	8.981476944373372e-6	7.940948103719378e-6	2340	tags=46%, list=17%, signal=38%	4830/30968/4715/4728/4694/54539/4713/4696/516/521/4726/374291/518/4710/522/4706/10476/513/4709/84833/539/4722/9556/9551/514/4716/4700/4712/5901/4695/6390/509/55967/4717/2023/4704/4707/706/4702/11164/498/572/4833/1716/226/4714/4708/506/3704/4729/7114/517/65990/515/10632/4725/29789/4724/790955/7415/9605/4718/318/205/100/6391/126328
