ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033627	cell adhesion mediated by integrin	12/635	65/11812	1.533119005391717e-4	0.004118842535961774	0.003783245980807678	ITGA2B/ITGA1/MMRN1/ITGB5/ITGB3/ITGA7/ITGA9/JAM3/ITGA2/FBN1/ACER2/ITGB8	12
GO:0090307	mitotic spindle assembly	12/635	65/11812	1.533119005391717e-4	0.004118842535961774	0.003783245980807678	PLK1/TPX2/AURKB/CDC20/BIRC5/KIF4A/MYBL2/KIFC1/KIF11/CDCA8/NEK2/KIF23	12
GO:0000727	double-strand break repair via break-induced replication	5/635	11/11812	1.556937562800396e-4	0.004127431168139063	0.0037911348252783433	GINS2/CDC45/MCM2/MCM4/MCM6	5
GO:0090306	meiotic spindle assembly	5/635	11/11812	1.556937562800396e-4	0.004127431168139063	0.0037911348252783433	ASPM/CCNB2/NDC80/AURKA/FBXO5	5
GO:1903035	negative regulation of response to wounding	11/635	56/11812	1.614376313361623e-4	0.004251544988412221	0.0039051360544128453	MDK/TFPI/MMRN1/GP1BA/PROS1/ALOX12/CD109/KREMEN1/PDGFA/RGMA/SERPING1	11
GO:0000076	DNA replication checkpoint signaling	6/635	17/11812	1.7511855721995777e-4	0.004522577964848329	0.004154085707092105	CDT1/CLSPN/CDC45/CDC6/TICRR/ORC1	6
GO:0000212	meiotic spindle organization	6/635	17/11812	1.7511855721995777e-4	0.004522577964848329	0.004154085707092105	ASPM/CCNB2/ESPL1/NDC80/AURKA/FBXO5	6
GO:0003094	glomerular filtration	6/635	17/11812	1.7511855721995777e-4	0.004522577964848329	0.004154085707092105	JCHAIN/GAS6/IGHA2/IGHA1/IGKV3-20/CD34	6
GO:0032465	regulation of cytokinesis	13/635	76/11812	1.842771012248417e-4	0.004728597667968214	0.00434331926166243	PLK1/AURKB/BIRC5/KIF20A/CDC6/KIF14/CDCA8/E2F7/KIF23/E2F8/AURKA/CIT/BCL2L1	13
GO:0007292	female gamete generation	15/635	98/11812	2.1929158681894395e-4	0.005591237083033329	0.005135672227680665	PLK1/ASPM/CCNB2/TOP2A/TRIP13/NCAPH/TTK/NDC80/AURKA/FBXO5/MDK/ANG/HROB/PDE5A/PDE3A	15
GO:0051255	spindle midzone assembly	5/635	12/11812	2.551275149572874e-4	0.006371009626647989	0.00585191017943948	AURKB/BIRC5/KIF4A/CDCA8/KIF23	5
GO:0090232	positive regulation of spindle checkpoint	5/635	12/11812	2.551275149572874e-4	0.006371009626647989	0.00585191017943948	AURKB/BIRC5/CDCA8/NDC80/MAD2L1	5
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	5/635	12/11812	2.551275149572874e-4	0.006371009626647989	0.00585191017943948	AURKB/BIRC5/CDCA8/NDC80/MAD2L1	5
GO:0006936	muscle contraction	23/635	192/11812	2.562409567550153e-4	0.006371009626647989	0.00585191017943948	CAV1/MYL9/MYL6B/CD38/SCN1B/TNNT1/SLC6A8/MYLK/TMOD1/CTTN/CALD1/SPX/OXTR/SLC8A3/EHD3/SMTN/JSRP1/SPHK1/ADRA2A/RYR2/TNNC2/PDE5A/ITGA2	23
GO:0051781	positive regulation of cell division	11/635	59/11812	2.620433494032989e-4	0.006475058812724725	0.005947481607964412	AURKB/BIRC5/CDC6/KIF14/CDCA8/KIF23/CIT/MDK/PPBP/TAL1/PDGFA	11
GO:0032392	DNA geometric change	13/635	79/11812	2.746103559541297e-4	0.0067279641601244965	0.00617978064118092	TOP2A/GINS2/CDC45/RAD51/POLQ/MCM2/RECQL4/PIF1/MCM4/HMGB3/MCM6/DSCC1/GINS1	13
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	12/635	69/11812	2.7563980071456843e-4	0.0067279641601244965	0.00617978064118092	PLK1/CCNA2/PKMYT1/CCNB2/CDC6/CDC25A/CDKN3/CCNB1/CDKN2C/CCNE2/CDKN2A/CCNE1	12
GO:0042743	hydrogen peroxide metabolic process	8/635	33/11812	2.796183907265237e-4	0.006783711624716815	0.0062309858935103496	PRDX4/HBD/SNCA/HBA2/HBQ1/HBB/HBA1/MPO	8
GO:0006310	DNA recombination	30/635	283/11812	2.885884250163248e-4	0.0069591534056647475	0.006392132965009655	UHRF1/H1-5/H1-2/TOP2A/GINS2/CDC45/RAD54L/TRIP13/RAD51/POLQ/EXO1/MCM2/H1-3/H1-4/RECQL4/PIF1/MCM4/HMGB3/FEN1/CHEK1/MCM6/RAD51AP1/AUNIP/PARPBP/BRCA1/RMI2/EME1/HROB/XRCC2/TNFSF4	30
GO:0000910	cytokinesis	20/635	158/11812	3.077172197993569e-4	0.0073598223276762405	0.006760156038385187	PLK1/AURKB/BIRC5/KIF4A/KIF20A/ESPL1/CENPA/CEP55/CDC6/ANLN/KIF14/CDCA8/E2F7/KIF23/E2F8/AURKA/CIT/STMN1/BCL2L1/SEPTIN4	20
GO:0006275	regulation of DNA replication	16/635	112/11812	3.088808771045737e-4	0.0073598223276762405	0.006760156038385187	CCNA2/CDT1/CDC6/ESCO2/MCM2/TICRR/CDK1/MCM4/E2F7/EGF/E2F8/MCM6/FBXO5/DSCC1/GMNN/ACVRL1	16
GO:0050853	B cell receptor signaling pathway	12/635	70/11812	3.1672656977302615e-4	0.007457979169420139	0.00685031522115901	IGHG1/IGKC/IGLC3/IGHG3/IGHA2/IGHA1/CD38/IGLC6/IGHM/IGHG2/IGHG4/IGLC7	12
GO:1904029	regulation of cyclin-dependent protein kinase activity	12/635	70/11812	3.1672656977302615e-4	0.007457979169420139	0.00685031522115901	PLK1/CCNA2/PKMYT1/CCNB2/CDC6/CDC25A/CDKN3/CCNB1/CDKN2C/CCNE2/CDKN2A/CCNE1	12
GO:0051785	positive regulation of nuclear division	8/635	34/11812	3.4865314985669475e-4	0.008146211563727506	0.007482471565299757	UBE2C/CDC20/ESPL1/DLGAP5/EGF/AURKA/RAD51AP1/SPHK1	8
GO:0097205	renal filtration	6/635	19/11812	3.5002457880617817e-4	0.008146211563727506	0.007482471565299757	JCHAIN/GAS6/IGHA2/IGHA1/IGKV3-20/CD34	6
GO:0000281	mitotic cytokinesis	13/635	81/11812	3.538817052938781e-4	0.008188372637522508	0.007521197423739071	PLK1/AURKB/BIRC5/KIF4A/KIF20A/ESPL1/CENPA/CEP55/ANLN/CDCA8/KIF23/CIT/STMN1	13
GO:0009636	response to toxic substance	20/635	160/11812	3.6378308356512385e-4	0.008369101629374659	0.00768720091284318	TYMS/PRDX4/SDC1/CDK1/DHFR/HBD/MT1E/HBA2/MAP1B/MT2A/HBQ1/S100A9/PTGS1/AQP10/HBB/HBA1/SLC6A4/MGST1/SLC7A11/MPO	20
GO:0045859	regulation of protein kinase activity	38/635	396/11812	3.6812302093145333e-4	0.008420551158792044	0.007734458418728219	PLK1/CCNA2/TPX2/PKMYT1/CCNB2/CLSPN/CDC6/CDC25A/CDKN3/CCNB1/KIF14/UCHL1/CDKN2C/CAV1/CENPE/CLU/GAS6/EGF/PPARG/SNCA/PRKAR2B/ITGB3/S100A12/CCNE2/MMD/SLC8A3/ELANE/CDKN2A/CCNE1/STRADB/ANG/FCGR1A/ADRA2A/EPHB2/SPRY2/PDGFA/NAB2/FLT3	38
GO:0007062	sister chromatid cohesion	10/635	52/11812	3.817771728339959e-4	0.008683261493491396	0.007975763544911172	PLK1/CDC20/BUB1/ESPL1/CDCA5/BUB1B/ESCO2/FEN1/SGO1/DSCC1	10
GO:0030593	neutrophil chemotaxis	12/635	72/11812	4.1461217667740266e-4	0.009376794029602502	0.008612788183967693	MDK/PPBP/PF4/ITGA1/PF4V1/S100A8/S100A12/S100A9/MPP1/CXCL5/ITGA9/JAM3	12
GO:1901989	positive regulation of cell cycle phase transition	14/635	93/11812	4.1994050041096445e-4	0.009443942826657814	0.008674465806833226	RRM2/UBE2C/CDC20/DTL/ESPL1/CDCA5/DLGAP5/CDC6/CDC25A/CCNB1/CDK1/STIL/FBXO5/PBX1	14
GO:0030193	regulation of blood coagulation	9/635	44/11812	4.6127716256124946e-4	0.010201615921175036	0.009370404936472489	CAV1/TFPI/GP1BA/PROS1/ALOX12/EPHB2/PDGFA/F3/SERPING1	9
GO:1900046	regulation of hemostasis	9/635	44/11812	4.6127716256124946e-4	0.010201615921175036	0.009370404936472489	CAV1/TFPI/GP1BA/PROS1/ALOX12/EPHB2/PDGFA/F3/SERPING1	9
GO:1901976	regulation of cell cycle checkpoint	9/635	44/11812	4.6127716256124946e-4	0.010201615921175036	0.009370404936472489	AURKB/BIRC5/RAD51/CCNB1/CDCA8/KNL1/NDC80/MAD2L1/BRCA1	9
GO:0032508	DNA duplex unwinding	12/635	73/11812	4.7242477965904933e-4	0.010390749411951507	0.009544128139670672	TOP2A/GINS2/CDC45/RAD51/POLQ/MCM2/RECQL4/PIF1/MCM4/MCM6/DSCC1/GINS1	12
GO:0006937	regulation of muscle contraction	14/635	95/11812	5.241901376204079e-4	0.011466301207073731	0.010532045733149755	CAV1/MYL9/TNNT1/CTTN/SPX/OXTR/SLC8A3/EHD3/SPHK1/ADRA2A/RYR2/TNNC2/PDE5A/ITGA2	14
GO:0003013	circulatory system process	33/635	335/11812	5.581127622863789e-4	0.012141985801262906	0.011152676651409161	SLC38A5/FABP5/CAV1/GAS6/CD38/PPARG/SCN1B/BMP6/PDE2A/ITGA1/SLC2A5/SLC24A3/SPX/OXTR/ADM/SLC8A3/EHD3/PTGS1/HBB/CLDN5/SLC1A3/ADRA2A/RYR2/SLC6A4/PDE5A/GUCY1B1/SUCNR1/NTSR1/SLC1A2/SERPING1/ACVRL1/KCNG2/PDE3A	33
GO:0001568	blood vessel development	42/635	462/11812	5.718095525039883e-4	0.012307565780734189	0.011304765444891203	E2F2/CAV1/E2F7/MYDGF/EGF/E2F8/EGFL7/SPARC/ITGA2B/PPARG/MDK/BRCA1/PF4/PDE2A/ITGB3/MYLK/CALD1/TNFRSF12A/WNT11/ECM1/ADM/MEIS1/FN1/MESP1/SPHK1/ANG/CLDN5/GATA2/TAL1/EPHB2/JAM3/SPRY2/FZD5/CAMP/PDGFA/CCR3/F3/CD34/ID1/ACVRL1/ITGB8/NOTCH3	42
GO:0071103	DNA conformation change	13/635	85/11812	5.718729041260452e-4	0.012307565780734189	0.011304765444891203	TOP2A/GINS2/CDC45/RAD51/POLQ/MCM2/RECQL4/PIF1/MCM4/HMGB3/MCM6/DSCC1/GINS1	13
GO:0022412	cellular process involved in reproduction in multicellular organism	26/635	242/11812	5.864671018817956e-4	0.012554159405523142	0.011531267024334995	PLK1/ASPM/CCNB2/TOP2A/TRIP13/NCAPH/UCHL1/PRDX4/TTK/KNL1/NDC80/AURKA/FBXO5/MDK/OSBP2/TMEM119/ACRBP/ANG/BCL2L1/RETN/CFAP54/SEPTIN4/PDE5A/JAM3/PDE3A/FOLR3	26
GO:0003014	renal system process	11/635	65/11812	6.253813106058264e-4	0.013245509980714937	0.012166287485080208	JCHAIN/GAS6/IGHA2/IGHA1/IGKV3-20/SPX/ADM/HBB/SUCNR1/CD34/MYO5B	11
GO:1902750	negative regulation of cell cycle G2/M phase transition	11/635	65/11812	6.253813106058264e-4	0.013245509980714937	0.012166287485080208	PLK1/AURKB/PKMYT1/DTL/CLSPN/CDC6/TICRR/CDK1/ORC1/CHEK1/BRCA1	11
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	6/635	21/11812	6.383805710280181e-4	0.013449670662237664	0.012353813488093448	AURKB/BIRC5/CCNB1/CDCA8/NEK2/SPAG5	6
GO:0051653	spindle localization	9/635	46/11812	6.512159772000822e-4	0.01364825945932947	0.012536221594708664	PLK1/ASPM/ESPL1/CENPA/NDC80/SPAG5/MAD2L1/SAPCD2/SPRY2	9
GO:0140694	non-membrane-bounded organelle assembly	33/635	339/11812	6.871581406537378e-4	0.014326531442900584	0.013159229086093785	PLK1/TPX2/AURKB/CDC20/BIRC5/KIF4A/ASPM/CCNB2/MYBL2/CENPA/DLGAP5/KIFC1/ANLN/KIF11/CENPF/CDCA8/NEK2/CENPE/NDC80/MYL9/PLK4/CENPW/STIL/KIF23/WDR62/SPAG5/AURKA/FBXO5/TNNT1/BRCA1/TMOD1/TUBB1/VIL1	33
GO:0034508	centromere complex assembly	7/635	29/11812	6.935626254790706e-4	0.014385135698407872	0.01321305836268554	HJURP/CENPA/DLGAP5/CENPF/CENPE/CENPW/CENPI	7
GO:0071695	anatomical structure maturation	19/635	156/11812	6.998200839515045e-4	0.014440102041535424	0.013263546138049946	TYMS/TRIP13/KIF14/BHLHA15/TRIM58/PPARG/AURKA/FBXO5/C1QA/PTPRN/BFSP2/ANG/GATA2/TAL1/SLFN14/FZD5/FAM20C/ACVRL1/PDE3A	19
GO:0050818	regulation of coagulation	9/635	47/11812	7.67727625334936e-4	0.01576007017546538	0.014475965426693289	CAV1/TFPI/GP1BA/PROS1/ALOX12/EPHB2/PDGFA/F3/SERPING1	9
GO:0010543	regulation of platelet activation	8/635	38/11812	7.765088039257453e-4	0.015859003786299786	0.014566838088682216	SELP/MFSD2B/GP9/MMRN1/GP6/GP1BA/ALOX12/PDGFA	8
GO:0001944	vasculature development	43/635	484/11812	7.912054074901779e-4	0.016077133229356257	0.014767194701379598	E2F2/B9D1/CAV1/E2F7/MYDGF/EGF/E2F8/EGFL7/SPARC/ITGA2B/PPARG/MDK/BRCA1/PF4/PDE2A/ITGB3/MYLK/CALD1/TNFRSF12A/WNT11/ECM1/ADM/MEIS1/FN1/MESP1/SPHK1/ANG/CLDN5/GATA2/TAL1/EPHB2/JAM3/SPRY2/FZD5/CAMP/PDGFA/CCR3/F3/CD34/ID1/ACVRL1/ITGB8/NOTCH3	43
GO:0071900	regulation of protein serine/threonine kinase activity	24/635	221/11812	8.078564011399127e-4	0.016332571584661972	0.01500182035715957	PLK1/CCNA2/PKMYT1/CCNB2/CDC6/CDC25A/CDKN3/CCNB1/UCHL1/CDKN2C/EGF/PPARG/SNCA/PRKAR2B/S100A12/CCNE2/SLC8A3/ELANE/CDKN2A/CCNE1/ADRA2A/SPRY2/PDGFA/FLT3	24
GO:0030220	platelet formation	6/635	22/11812	8.382832545795686e-4	0.01686255210091464	0.015488618927513534	MPIG6B/GATA1/MPL/CLEC1B/TUBB1/TAL1	6
GO:0045840	positive regulation of mitotic nuclear division	7/635	30/11812	8.63255546418744e-4	0.017278059761571162	0.015870271703371963	UBE2C/CDC20/ESPL1/DLGAP5/EGF/AURKA/SPHK1	7
GO:0008015	blood circulation	28/635	276/11812	9.116828545191125e-4	0.018156549585273667	0.01667718361264865	CAV1/GAS6/CD38/PPARG/SCN1B/BMP6/PDE2A/ITGA1/SLC2A5/SPX/OXTR/ADM/SLC8A3/EHD3/PTGS1/HBB/CLDN5/ADRA2A/RYR2/SLC6A4/PDE5A/GUCY1B1/SUCNR1/NTSR1/SERPING1/ACVRL1/KCNG2/PDE3A	28
GO:0098869	cellular oxidant detoxification	11/635	68/11812	9.255829418586666e-4	0.01834212136762496	0.01684763530960043	PRDX4/DHFR/HBD/HBA2/HBQ1/S100A9/PTGS1/HBB/HBA1/MGST1/MPO	11
GO:0006939	smooth muscle contraction	10/635	58/11812	9.418914474728753e-4	0.018573356966669556	0.017060030210125764	CAV1/CD38/MYLK/CTTN/SPX/OXTR/SMTN/SPHK1/ADRA2A/ITGA2	10
GO:0090287	regulation of cellular response to growth factor stimulus	22/635	198/11812	9.708940660582497e-4	0.01905141640407438	0.017499138146240798	PPARG/TGFB1I1/CAV2/CD63/ITGB3/PCSK6/LTBP1/FSTL1/WASF1/KCP/CD109/GRB10/VEPH1/SAP30/GPC1/HTRA1/SPRY2/FAM20C/FBN1/RGMA/ACVRL1/RBPMS2	22
GO:0061640	cytoskeleton-dependent cytokinesis	14/635	101/11812	9.780160472054036e-4	0.019097552375430395	0.01754151503408716	PLK1/AURKB/BIRC5/KIF4A/KIF20A/ESPL1/CENPA/CEP55/ANLN/CDCA8/KIF23/CIT/STMN1/SEPTIN4	14
GO:0019755	one-carbon compound transport	7/635	31/11812	0.0010640655574696233	0.02067696323568399	0.018992238079925367	HBD/HBA2/SLC4A11/AQP10/HBB/HBA1/SLC26A8	7
GO:0050830	defense response to Gram-positive bacterium	10/635	59/11812	0.001080635957282995	0.020897515637699655	0.019194820232847708	RNASE1/H2BC4/H2BC7/H2BC21/H2BC12/H2BC11/H2BC8/ANG/RNASE3/CAMP	10
GO:0061045	negative regulation of wound healing	8/635	40/11812	0.0011106302737720118	0.021374293201487322	0.019632750740311927	TFPI/MMRN1/GP1BA/PROS1/ALOX12/CD109/PDGFA/SERPING1	8
GO:0048144	fibroblast proliferation	12/635	81/11812	0.0012283362292283193	0.023526458974167285	0.021609561564817525	CCNA2/CDC6/CCNB1/CDK1/E2F1/CAV1/GAS6/E2F8/ITGB3/FN1/SPHK1/PDGFA	12
GO:0043279	response to alkaloid	10/635	60/11812	0.00123564826972212	0.023553809636655463	0.021634683740046942	CCNA2/RAD51/CHEK1/OXTR/SLC1A3/BCL2L1/RYR2/TGM2/SLC1A2/CRHBP	10
GO:0050678	regulation of epithelial cell proliferation	24/635	228/11812	0.0012497690920033608	0.023710074290471343	0.0217782162053766	UHRF1/NME1/CAV1/MYDGF/EGF/EGFL7/SPARC/PPARG/MDK/CAV2/BMP6/ITGB3/LAMC1/ECM1/PTPRN/CD109/PLXNB3/ANG/GATA2/HLX/FA2H/CCR3/F3/ACVRL1	24
GO:0000725	recombinational repair	19/635	164/11812	0.0012848744221984378	0.024261095811605404	0.02228434139393815	UHRF1/GINS2/CDC45/RAD54L/RAD51/POLQ/MCM2/RECQL4/MCM4/FEN1/CHEK1/MCM6/RAD51AP1/AUNIP/PARPBP/BRCA1/RMI2/HROB/XRCC2	19
GO:0040001	establishment of mitotic spindle localization	7/635	32/11812	0.0012997964993277467	0.024427630923985772	0.022437307497661572	PLK1/ESPL1/CENPA/NDC80/MAD2L1/SAPCD2/SPRY2	7
GO:0002069	columnar/cuboidal epithelial cell maturation	4/635	10/11812	0.0013390858471965304	0.02470212279413692	0.02268943421905157	TYMS/BHLHA15/GATA2/FZD5	4
GO:0033314	mitotic DNA replication checkpoint signaling	4/635	10/11812	0.0013390858471965304	0.02470212279413692	0.02268943421905157	CLSPN/CDC6/TICRR/ORC1	4
GO:0051447	negative regulation of meiotic cell cycle	4/635	10/11812	0.0013390858471965304	0.02470212279413692	0.02268943421905157	PKMYT1/TRIP13/TTK/FBXO5	4
GO:1903867	extraembryonic membrane development	4/635	10/11812	0.0013390858471965304	0.02470212279413692	0.02268943421905157	E2F7/E2F8/HTRA1/FZD5	4
GO:0036344	platelet morphogenesis	6/635	24/11812	0.0013794059818523587	0.025329184153004548	0.023265403643700094	MPIG6B/GATA1/MPL/CLEC1B/TUBB1/TAL1	6
GO:0021700	developmental maturation	22/635	204/11812	0.0014366549405792194	0.02625995309195715	0.024120335051397324	CDC20/TYMS/TRIP13/KIF14/BHLHA15/TRIM58/PPARG/AURKA/FBXO5/CD63/MAP1B/C1QA/PTPRN/BFSP2/ANG/GATA2/TAL1/SLFN14/FZD5/FAM20C/ACVRL1/PDE3A	22
GO:0051293	establishment of spindle localization	8/635	42/11812	0.0015505375834475206	0.028202271844936264	0.02590439684824865	PLK1/ESPL1/CENPA/NDC80/SPAG5/MAD2L1/SAPCD2/SPRY2	8
GO:0032467	positive regulation of cytokinesis	7/635	33/11812	0.0015744598362588485	0.028202271844936264	0.02590439684824865	AURKB/BIRC5/CDC6/KIF14/CDCA8/KIF23/CIT	7
GO:0051294	establishment of spindle orientation	7/635	33/11812	0.0015744598362588485	0.028202271844936264	0.02590439684824865	PLK1/CENPA/NDC80/SPAG5/MAD2L1/SAPCD2/SPRY2	7
GO:0033622	integrin activation	5/635	17/11812	0.0015922341836011981	0.028202271844936264	0.02590439684824865	MZB1/KIF14/SELP/FN1/JAM3	5
GO:0045987	positive regulation of smooth muscle contraction	5/635	17/11812	0.0015922341836011981	0.028202271844936264	0.02590439684824865	CTTN/SPX/OXTR/SPHK1/ITGA2	5
GO:0051382	kinetochore assembly	5/635	17/11812	0.0015922341836011981	0.028202271844936264	0.02590439684824865	CENPA/DLGAP5/CENPF/CENPE/CENPW	5
GO:1901978	positive regulation of cell cycle checkpoint	5/635	17/11812	0.0015922341836011981	0.028202271844936264	0.02590439684824865	AURKB/BIRC5/CDCA8/NDC80/MAD2L1	5
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	10/635	62/11812	0.0016000973851478906	0.028216695298444963	0.02591764510234909	PLK1/AURKB/DTL/CLSPN/CDC6/TICRR/CDK1/ORC1/CHEK1/BRCA1	10
GO:0051053	negative regulation of DNA metabolic process	15/635	118/11812	0.0016098468733509817	0.02826410979835079	0.025961196346329544	H1-5/CDT1/H1-2/CDC6/POLQ/H1-3/H1-4/PIF1/CHEK1/FBXO5/AUNIP/PARPBP/RMI2/GMNN/ACVRL1	15
GO:0044818	mitotic G2/M transition checkpoint	9/635	52/11812	0.0016315467426880434	0.0285200070348482	0.026196243494412023	PLK1/DTL/CLSPN/CDC6/TICRR/CDK1/ORC1/CHEK1/BRCA1	9
GO:0098754	detoxification	13/635	95/11812	0.0016522815806456945	0.02875688333619441	0.026413819502038492	PRDX4/DHFR/HBD/MT1E/HBA2/MT2A/HBQ1/S100A9/PTGS1/HBB/HBA1/MGST1/MPO	13
GO:0061515	myeloid cell development	11/635	73/11812	0.0016850249997870138	0.029199805515789684	0.026820653106657735	TRIM58/MPIG6B/GATA1/GP9/ALAS2/GP1BA/MEIS1/BPGM/TAL1/FAM20C/FBN1	11
GO:0031640	killing of cells of another organism	8/635	43/11812	0.0018169487576327073	0.031215647539930162	0.028672247618753317	H2BC12/H2BC11/PF4/S100A12/ELANE/BCL2L1/CAMP/ARG1	8
GO:0141061	disruption of cell in another organism	8/635	43/11812	0.0018169487576327073	0.031215647539930162	0.028672247618753317	H2BC12/H2BC11/PF4/S100A12/ELANE/BCL2L1/CAMP/ARG1	8
GO:0006940	regulation of smooth muscle contraction	7/635	34/11812	0.001892261569770513	0.032370611383723776	0.02973310689702385	CAV1/CTTN/SPX/OXTR/SPHK1/ADRA2A/ITGA2	7
GO:0043116	negative regulation of vascular permeability	4/635	11/11812	0.0020153098991488143	0.03389615767349875	0.03113435416951264	PDE2A/ADM/CLDN5/PDE3A	4
GO:0051782	negative regulation of cell division	4/635	11/11812	0.0020153098991488143	0.03389615767349875	0.03113435416951264	AURKB/ASPM/E2F7/E2F8	4
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	4/635	11/11812	0.0020153098991488143	0.03389615767349875	0.03113435416951264	AURKB/BIRC5/CCNB1/CDCA8	4
GO:0098712	L-glutamate import across plasma membrane	4/635	11/11812	0.0020153098991488143	0.03389615767349875	0.03113435416951264	SLC1A3/NTSR1/SLC1A2/SLC7A11	4
GO:0045766	positive regulation of angiogenesis	14/635	109/11812	0.0020605826902543698	0.03436880212120101	0.031568488320432075	MYDGF/MDK/BRCA1/ITGB3/ECM1/ADM/SPHK1/GATA2/CAMP/CCR3/F3/CD34/ACVRL1/ITGB8	14
GO:1904018	positive regulation of vasculature development	14/635	109/11812	0.0020605826902543698	0.03436880212120101	0.031568488320432075	MYDGF/MDK/BRCA1/ITGB3/ECM1/ADM/SPHK1/GATA2/CAMP/CCR3/F3/CD34/ACVRL1/ITGB8	14
GO:0071621	granulocyte chemotaxis	12/635	86/11812	0.0020803610938688426	0.0344119233832933	0.0316080961325962	MDK/PPBP/PF4/ITGA1/PF4V1/S100A8/S100A12/S100A9/MPP1/CXCL5/ITGA9/JAM3	12
GO:1990266	neutrophil migration	12/635	86/11812	0.0020803610938688426	0.0344119233832933	0.0316080961325962	MDK/PPBP/PF4/ITGA1/PF4V1/S100A8/S100A12/S100A9/MPP1/CXCL5/ITGA9/JAM3	12
GO:1904666	regulation of ubiquitin protein ligase activity	5/635	18/11812	0.0021081664876592	0.03472835576172748	0.03189874611823083	PLK1/UBE2C/CDC20/MAD2L1/FBXO5	5
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	6/635	26/11812	0.0021527620309364512	0.035173495550361686	0.032307616644730495	DTL/CDC25A/CCNB1/CDK1/FBXO5/PBX1	6
GO:0042220	response to cocaine	6/635	26/11812	0.0021527620309364512	0.035173495550361686	0.032307616644730495	CCNA2/OXTR/SLC1A3/TGM2/SLC1A2/CRHBP	6
GO:0003012	muscle system process	25/635	252/11812	0.002283915426853599	0.037164688836158366	0.034136570757379636	CAV1/MYL9/MYL6B/CD38/PPARG/SCN1B/TNNT1/SLC6A8/MYLK/TMOD1/CTTN/CALD1/SPX/OXTR/MEIS1/SLC8A3/EHD3/SMTN/JSRP1/SPHK1/ADRA2A/RYR2/TNNC2/PDE5A/ITGA2	25
GO:0000724	double-strand break repair via homologous recombination	18/635	160/11812	0.0023683912918578093	0.03838328073403567	0.03525587377992469	UHRF1/GINS2/CDC45/RAD54L/RAD51/POLQ/MCM2/RECQL4/MCM4/FEN1/CHEK1/MCM6/RAD51AP1/AUNIP/PARPBP/BRCA1/RMI2/XRCC2	18
GO:0035825	homologous recombination	8/635	45/11812	0.0024573767834644793	0.03966483574277545	0.036433009782009446	UHRF1/TOP2A/RAD54L/TRIP13/RAD51/RAD51AP1/BRCA1/EME1	8
GO:0071363	cellular response to growth factor stimulus	38/635	439/11812	0.0024864737672946305	0.039973311206748616	0.036716351169563066	CCNA2/SHCBP1/CAV1/GAS6/PPARG/TGFB1I1/CAV2/BMP6/CD63/LIMS1/PDE2A/MAP1B/ITGB5/ITGB3/PCSK6/LTBP1/FSTL1/WASF1/KCP/CD109/GRB10/SPHK1/VEPH1/CLDN5/SAP30/GPC1/HTRA1/VIL1/SPRY2/FAM20C/FBN1/RGMA/ID1/ACVRL1/ITGB8/PDE3A/RBPMS2/FLT3	38
GO:0030195	negative regulation of blood coagulation	6/635	27/11812	0.0026440036700806787	0.04199978845767046	0.03857771436755142	TFPI/GP1BA/PROS1/ALOX12/PDGFA/SERPING1	6
GO:0045652	regulation of megakaryocyte differentiation	6/635	27/11812	0.0026440036700806787	0.04199978845767046	0.03857771436755142	H4C8/PF4/H4C9/FAXDC2/MTURN/GATA2	6
GO:1900047	negative regulation of hemostasis	6/635	27/11812	0.0026440036700806787	0.04199978845767046	0.03857771436755142	TFPI/GP1BA/PROS1/ALOX12/PDGFA/SERPING1	6
GO:0007095	mitotic G2 DNA damage checkpoint signaling	7/635	36/11812	0.002674986805501794	0.04232400072104222	0.03887551034581971	PLK1/DTL/CLSPN/TICRR/CDK1/CHEK1/BRCA1	7
GO:0044057	regulation of system process	27/635	283/11812	0.0027205935755494964	0.0428761263107269	0.039382649645231624	FABP5/CAV1/MYL9/GAS6/CD38/PPARG/SCN1B/TNNT1/BMP6/CTTN/SPX/OXTR/ADM/SLC8A3/PARD3/EHD3/SPHK1/MGLL/RETN/ADRA2A/RYR2/TNNC2/PDE5A/ITGA2/NTSR1/KCNG2/CRHBP	27
GO:0001960	negative regulation of cytokine-mediated signaling pathway	9/635	56/11812	0.002775712266633567	0.043573240013075165	0.040022963662955824	CAV1/GAS6/H2BC11/PPARG/ECM1/USP18/IL1R2/ARG1/ISG15	9
GO:0031100	animal organ regeneration	8/635	46/11812	0.0028376211637306677	0.044198433923789346	0.040597217796073004	CCNA2/TYMS/CDK1/GAS6/AURKA/GATA1/ADM/FLT3	8
GO:0141060	disruption of anatomical structure in another organism	8/635	46/11812	0.0028376211637306677	0.044198433923789346	0.040597217796073004	H2BC12/H2BC11/PF4/S100A12/ELANE/BCL2L1/CAMP/ARG1	8
GO:0070493	thrombin-activated receptor signaling pathway	4/635	12/11812	0.002895401091244578	0.044666788930998444	0.041027412003097036	STMN1/SNCA/GP1BA/F2RL3	4
