ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051783	regulation of nuclear division	33/635	108/11812	7.697737934827126e-17	2.8012768139193625e-14	2.57303335945944e-14	PLK1/UBE2C/AURKB/CDC20/PKMYT1/MKI67/BIRC5/BUB1/ESPL1/ZWINT/CDCA2/DLGAP5/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/NEK2/TTK/KNL1/NDC80/CHEK1/EGF/MAD2L1/AURKA/RAD51AP1/FBXO5/CAV2/SPHK1/GPR3/PDE3A	33
GO:0048285	organelle fission	63/635	380/11812	5.426298574983112e-16	1.8101227663047828e-13	1.662636923018948e-13	PLK1/UBE2C/TPX2/AURKB/CDC20/PKMYT1/MKI67/BIRC5/KIF4A/ASPM/BUB1/CCNB2/CDT1/ESPL1/TOP2A/MYBL2/ZWINT/CDCA2/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/KIFC1/RAD54L/TRIP13/NCAPH/ANLN/SPC24/RAD51/KIF11/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/CHEK1/KIF23/EGF/SPAG5/MTFR2/SGO1/PTTG1/MAD2L1/PPARG/AURKA/RAD51AP1/FBXO5/CAV2/EME1/CCNE2/CCNE1/SPHK1/CENPI/GPR3/PDE3A	63
GO:0007088	regulation of mitotic nuclear division	30/635	96/11812	1.0046165004444178e-15	3.093446039445388e-13	2.84139711421243e-13	PLK1/UBE2C/AURKB/CDC20/PKMYT1/MKI67/BIRC5/BUB1/ESPL1/ZWINT/CDCA2/DLGAP5/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/NEK2/TTK/KNL1/NDC80/CHEK1/EGF/MAD2L1/AURKA/FBXO5/CAV2/SPHK1	30
GO:0140014	mitotic nuclear division	48/635	240/11812	1.1859874312921217e-15	3.379478569749656e-13	3.104124181636286e-13	PLK1/UBE2C/TPX2/AURKB/CDC20/PKMYT1/MKI67/BIRC5/KIF4A/BUB1/CDT1/ESPL1/MYBL2/ZWINT/CDCA2/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/KIFC1/TRIP13/NCAPH/ANLN/SPC24/KIF11/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/CHEK1/KIF23/EGF/SPAG5/MAD2L1/AURKA/FBXO5/CAV2/SPHK1/CENPI	48
GO:0007059	chromosome segregation	61/635	366/11812	1.2663546976328963e-15	3.379478569749656e-13	3.104124181636286e-13	PLK1/UBE2C/TPX2/AURKB/CDC20/HJURP/MKI67/BIRC5/KIF4A/ASPM/BUB1/CCNB2/CDT1/ESPL1/TOP2A/MYBL2/ZWINT/CDCA2/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/CDC6/KIFC1/TRIP13/NCAPH/SPC24/SKA1/SKA3/KIF11/ESCO2/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/CENPW/CENPU/STIL/KIF23/SPAG5/SGO1/PTTG1/MAD2L1/AURKA/FBXO5/BRCA1/CENPM/RMI2/CCNE2/TUBB1/CCNE1/CENPI	61
GO:0006959	humoral immune response	34/635	130/11812	4.855050690202292e-15	1.214672994554986e-12	1.1157034250576714e-12	IGHG1/JCHAIN/EXO1/H2BC4/C1QC/IGHG3/C1QB/H2BC7/CLU/IGHA2/H2BC21/H2BC12/IGHA1/H2BC11/H2BC8/PPBP/PF4/PF4V1/S100A12/IGKV3-20/S100A9/IGHM/C1QA/ELANE/POU2AF1/EBI3/IGHG2/ANG/CXCL5/IGHG4/RNASE3/VSIG4/CAMP/SERPING1	34
GO:0000070	mitotic sister chromatid segregation	39/635	172/11812	8.163620426429792e-15	1.9222925039410856e-12	1.7656672538402023e-12	PLK1/UBE2C/TPX2/AURKB/CDC20/BIRC5/KIF4A/BUB1/CDT1/ESPL1/MYBL2/ZWINT/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/KIFC1/TRIP13/NCAPH/SPC24/KIF11/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/KIF23/SPAG5/MAD2L1/FBXO5/CENPI	39
GO:0098813	nuclear chromosome segregation	49/635	264/11812	1.3027002357790589e-14	2.8970605799019847e-12	2.6610128208048265e-12	PLK1/UBE2C/TPX2/AURKB/CDC20/BIRC5/KIF4A/ASPM/BUB1/CCNB2/CDT1/ESPL1/TOP2A/MYBL2/ZWINT/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/CDC6/KIFC1/TRIP13/NCAPH/SPC24/KIF11/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/KIF23/SPAG5/SGO1/PTTG1/MAD2L1/AURKA/FBXO5/RMI2/CCNE2/CCNE1/CENPI	49
GO:0000819	sister chromatid segregation	42/635	209/11812	6.460892595172591e-14	1.3612080557092569e-11	1.2502990490270285e-11	PLK1/UBE2C/TPX2/AURKB/CDC20/BIRC5/KIF4A/BUB1/CDT1/ESPL1/TOP2A/MYBL2/ZWINT/CDCA5/DLGAP5/NCAPG/BUB1B/KIF2C/CDC6/KIFC1/TRIP13/NCAPH/SPC24/KIF11/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TTK/CDK1/KNL1/KIF18B/CENPE/NDC80/KIF23/SPAG5/MAD2L1/FBXO5/RMI2/CENPI	42
GO:0010965	regulation of mitotic sister chromatid separation	21/635	56/11812	3.6036559992660336e-13	7.212717482530967e-11	6.625037055492767e-11	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	21
GO:1905818	regulation of chromosome separation	23/635	69/11812	4.962618395379289e-13	9.459695922239663e-11	8.688935365944789e-11	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/NCAPG/BUB1B/TRIP13/NCAPH/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	23
GO:0051983	regulation of chromosome segregation	30/635	120/11812	7.292277787875281e-13	1.3268630902211252e-10	1.218752455169778e-10	PLK1/UBE2C/AURKB/CDC20/MKI67/BIRC5/BUB1/ESPL1/ZWINT/CDCA2/DLGAP5/NCAPG/BUB1B/KIF2C/CDC6/TRIP13/NCAPH/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/CDK1/KNL1/CENPE/NDC80/MAD2L1/FBXO5/RMI2	30
GO:0051306	mitotic sister chromatid separation	21/635	59/11812	1.1919912533150995e-12	2.0745830378349318e-10	1.9055494040410263e-10	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	21
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	16/635	34/11812	3.601598397008794e-12	5.881964771439348e-10	5.402711899401145e-10	H2BC4/H2BC7/H2BC21/H2BC12/H2BC11/H2BC8/PPBP/PF4/PF4V1/S100A12/S100A9/ELANE/ANG/CXCL5/RNASE3/CAMP	16
GO:0045839	negative regulation of mitotic nuclear division	19/635	50/11812	3.673472877491474e-12	5.881964771439348e-10	5.402711899401145e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/CHEK1/MAD2L1/FBXO5	19
GO:0033046	negative regulation of sister chromatid segregation	18/635	45/11812	4.865413394256927e-12	6.57293996328882e-10	6.037387562424983e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:0033048	negative regulation of mitotic sister chromatid segregation	18/635	45/11812	4.865413394256927e-12	6.57293996328882e-10	6.037387562424983e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	18/635	45/11812	4.865413394256927e-12	6.57293996328882e-10	6.037387562424983e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:2000816	negative regulation of mitotic sister chromatid separation	18/635	45/11812	4.865413394256927e-12	6.57293996328882e-10	6.037387562424983e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:0051304	chromosome separation	23/635	76/11812	4.926010464618152e-12	6.57293996328882e-10	6.037387562424983e-10	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/NCAPG/BUB1B/TRIP13/NCAPH/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	23
GO:0033047	regulation of mitotic sister chromatid segregation	19/635	51/11812	5.5646214762994145e-12	7.185541861169857e-10	6.600075659325588e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/CDK1/KNL1/NDC80/MAD2L1/FBXO5	19
GO:0051985	negative regulation of chromosome segregation	18/635	46/11812	7.597824601145952e-12	8.94532114070213e-10	8.216471000558145e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	18/635	46/11812	7.597824601145952e-12	8.94532114070213e-10	8.216471000558145e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:1905819	negative regulation of chromosome separation	18/635	46/11812	7.597824601145952e-12	8.94532114070213e-10	8.216471000558145e-10	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1/FBXO5	18
GO:0051784	negative regulation of nuclear division	19/635	53/11812	1.2348212349251969e-11	1.4122826866873038e-9	1.2972122025845752e-9	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/CHEK1/MAD2L1/FBXO5	19
GO:0007094	mitotic spindle assembly checkpoint signaling	17/635	43/11812	2.403678658470172e-11	2.53208570259371e-9	2.3257754997330502e-9	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1	17
GO:0071173	spindle assembly checkpoint signaling	17/635	43/11812	2.403678658470172e-11	2.53208570259371e-9	2.3257754997330502e-9	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1	17
GO:0071174	mitotic spindle checkpoint signaling	17/635	43/11812	2.403678658470172e-11	2.53208570259371e-9	2.3257754997330502e-9	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1	17
GO:0033045	regulation of sister chromatid segregation	25/635	97/11812	2.979196811419301e-11	3.0578781631055026e-9	2.8087272502800586e-9	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/CDK1/KNL1/CENPE/NDC80/MAD2L1/FBXO5/RMI2	25
GO:0031577	spindle checkpoint signaling	17/635	44/11812	3.723736286570448e-11	3.726529088785376e-9	3.4228975918396253e-9	PLK1/AURKB/CDC20/BIRC5/BUB1/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/NDC80/MAD2L1	17
GO:0030071	regulation of mitotic metaphase/anaphase transition	23/635	85/11812	6.319694373917237e-11	6.170179653363585e-9	5.667443504003314e-9	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/CENPE/NDC80/MAD2L1/FBXO5	23
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	23/635	86/11812	8.198308067557156e-11	7.813768379626499e-9	7.177115308264949e-9	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/CENPE/NDC80/MAD2L1/FBXO5	23
GO:0044772	mitotic cell cycle phase transition	54/635	393/11812	1.458656367946523e-10	1.3579073118348676e-8	1.2472672443665128e-8	RRM2/PLK1/UBE2C/CCNA2/FOXM1/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CCNB2/ESPL1/ZWINT/GTSE1/CDCA5/CLSPN/DLGAP5/BUB1B/CDC6/TRIP13/E2F2/CDC25A/ANLN/SPC24/CDKN3/MELK/CCNB1/NUF2/KIF14/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/CDKN2C/KNL1/CENPE/NDC80/E2F7/STIL/CHEK1/MAD2L1/AURKA/FBXO5/BRCA1/GFI1B/CCNE2/CDKN2A/CCNE1/CTDSPL/PBX1	54
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	23/635	89/11812	1.7462037787772325e-10	1.5559773139929362e-8	1.429198826610917e-8	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/CENPE/NDC80/MAD2L1/FBXO5	23
GO:1901990	regulation of mitotic cell cycle phase transition	45/635	295/11812	1.7491626062873377e-10	1.5559773139929362e-8	1.429198826610917e-8	RRM2/PLK1/UBE2C/AURKB/CDC20/BIRC5/DTL/BUB1/ESPL1/ZWINT/GTSE1/CDCA5/CLSPN/DLGAP5/BUB1B/CDC6/TRIP13/CDC25A/ANLN/SPC24/CCNB1/NUF2/KIF14/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/CDKN2C/KNL1/CENPE/NDC80/E2F7/STIL/CHEK1/MAD2L1/AURKA/FBXO5/BRCA1/GFI1B/CDKN2A/CTDSPL/PBX1	45
GO:0044784	metaphase/anaphase transition of cell cycle	23/635	90/11812	2.2291353173723882e-10	1.939832320748189e-8	1.7817779550530325e-8	PLK1/UBE2C/AURKB/CDC20/BIRC5/BUB1/ESPL1/ZWINT/DLGAP5/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/CENPE/NDC80/MAD2L1/FBXO5	23
GO:0007346	regulation of mitotic cell cycle	56/635	422/11812	2.540176148832324e-10	2.1634734305905942e-8	1.9871971529387027e-8	RRM2/PLK1/UBE2C/AURKB/CDC20/PKMYT1/MKI67/BIRC5/DTL/BUB1/ESPL1/ZWINT/GTSE1/CDCA2/CDCA5/CLSPN/DLGAP5/BUB1B/CDC6/TRIP13/CDC25A/ANLN/SPC24/CCNB1/NUF2/KIF14/CENPF/CDCA8/NEK2/TICRR/TTK/CDK1/ORC1/E2F1/CDKN2C/KNL1/CENPE/NDC80/E2F7/STIL/CHEK1/EGF/MAD2L1/AURKA/TP73/FBXO5/CAV2/BRCA1/EME1/GFI1B/GMNN/CDKN2A/SPHK1/CTDSPL/TAL1/PBX1	56
GO:0009611	response to wounding	52/635	377/11812	2.8301301915304424e-10	2.360210657645075e-8	2.1679045524157533e-8	CDK1/DHFR/CAV1/MYL9/GAS6/TREML1/PPARG/AURKA/SELP/MPIG6B/MFSD2B/MDK/GATA1/PF4/TFPI/GP9/MAP1B/MMRN1/PEAR1/GP6/ITGB3/MYLK/TNFRSF12A/GP1BA/PROS1/FN1/ALOX12/CD109/TUBB1/F2RL3/F13A1/HBB/SYTL4/GATA2/SLC1A3/CCR1/PTPRF/KREMEN1/VWF/ADRA2A/EPHB2/SLC6A4/VIL1/ITGA2/PDGFA/SLC1A2/F3/CD34/RGMA/SERPING1/SLC7A11/ACVRL1	52
GO:0006260	DNA replication	41/635	258/11812	3.258645791064231e-10	2.662114102373493e-8	2.445209398106844e-8	TK1/RRM2/CCNA2/DTL/CDT1/MCM10/GINS2/CDC45/CDC6/RAD51/POLQ/ESCO2/PCLAF/MCM2/TICRR/CDK1/ORC1/RECQL4/PIF1/MCM4/E2F7/FEN1/CHEK1/POLE2/EGF/E2F8/MCM6/FBXO5/FAM111B/DSCC1/BRCA1/NT5M/ORC6/RMI2/GINS1/EME1/CCNE2/GMNN/CCNE1/ADRA2A/ACVRL1	41
GO:0002227	innate immune response in mucosa	9/635	12/11812	6.751039981067027e-10	5.404882608842262e-8	4.9645016113404474e-8	H2BC4/H2BC7/H2BC21/H2BC12/H2BC11/H2BC8/RNASE2/RNASE3/CAMP	9
GO:0007596	blood coagulation	31/635	167/11812	1.0544429791442622e-9	8.276343618655846e-8	7.602000673170089e-8	CAV1/MYL9/GAS6/TREML1/SELP/MPIG6B/MFSD2B/GATA1/PF4/TFPI/GP9/MMRN1/PEAR1/GP6/ITGB3/GP1BA/PROS1/ALOX12/TUBB1/F2RL3/F13A1/HBB/VWF/ADRA2A/EPHB2/SLC6A4/ITGA2/PDGFA/F3/SERPING1/SLC7A11	31
GO:0050817	coagulation	31/635	168/11812	1.2286685722790622e-9	9.458385182371319e-8	8.687731423017741e-8	CAV1/MYL9/GAS6/TREML1/SELP/MPIG6B/MFSD2B/GATA1/PF4/TFPI/GP9/MMRN1/PEAR1/GP6/ITGB3/GP1BA/PROS1/ALOX12/TUBB1/F2RL3/F13A1/HBB/VWF/ADRA2A/EPHB2/SLC6A4/ITGA2/PDGFA/F3/SERPING1/SLC7A11	31
GO:0090068	positive regulation of cell cycle process	34/635	198/11812	1.39547270491789e-9	1.0539768373181724e-7	9.681005279599185e-8	RRM2/UBE2C/AURKB/CDC20/BIRC5/DTL/BUB1/ESPL1/CDCA5/DLGAP5/NCAPG/CDC6/NCAPH/CDC25A/CCNB1/KIF14/CDCA8/CDK1/NDC80/PLK4/E2F7/STIL/FEN1/KIF23/EGF/E2F8/SPAG5/MAD2L1/AURKA/RAD51AP1/CIT/FBXO5/SPHK1/PBX1	34
GO:0007093	mitotic cell cycle checkpoint signaling	27/635	134/11812	1.9656914648395603e-9	1.4571598025468074e-7	1.3384328044219463e-7	PLK1/AURKB/CDC20/BIRC5/DTL/BUB1/ZWINT/GTSE1/CLSPN/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/KNL1/NDC80/CHEK1/MAD2L1/BRCA1/EME1	27
GO:0007599	hemostasis	31/635	172/11812	2.235351680906788e-9	1.6269295961217948e-7	1.4943700328052458e-7	CAV1/MYL9/GAS6/TREML1/SELP/MPIG6B/MFSD2B/GATA1/PF4/TFPI/GP9/MMRN1/PEAR1/GP6/ITGB3/GP1BA/PROS1/ALOX12/TUBB1/F2RL3/F13A1/HBB/VWF/ADRA2A/EPHB2/SLC6A4/ITGA2/PDGFA/F3/SERPING1/SLC7A11	31
GO:0006958	complement activation, classical pathway	12/635	26/11812	2.535041049922115e-9	1.8121016647925406e-7	1.6644545840935993e-7	IGHG1/C1QC/IGHG3/C1QB/CLU/IGHA2/IGHA1/IGHM/C1QA/IGHG2/IGHG4/SERPING1	12
GO:1901987	regulation of cell cycle phase transition	50/635	378/11812	2.7213035379430034e-9	1.9111189583133058e-7	1.755404110440427e-7	RRM2/PLK1/UBE2C/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CDT1/ESPL1/ZWINT/GTSE1/CDCA5/CLSPN/DLGAP5/BUB1B/CDC45/CDC6/TRIP13/CDC25A/ANLN/SPC24/RAD51/CCNB1/NUF2/KIF14/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/CDKN2C/KNL1/CENPE/NDC80/E2F7/STIL/CHEK1/MAD2L1/AURKA/FBXO5/BRCA1/EME1/GFI1B/CDKN2A/CTDSPL/PBX1	50
GO:1902850	microtubule cytoskeleton organization involved in mitosis	28/635	146/11812	3.18867896736454e-9	2.2007382597172852e-7	2.0214257047194806e-7	PLK1/TPX2/AURKB/CDC20/BIRC5/KIF4A/ESPL1/MYBL2/CENPA/DLGAP5/KIFC1/KIF11/CCNB1/NUF2/CDCA8/NEK2/TTK/CDK1/CENPE/NDC80/STIL/KIF23/WDR62/MAD2L1/AURKA/STMN1/SAPCD2/SPRY2	28
GO:1901991	negative regulation of mitotic cell cycle phase transition	30/635	165/11812	3.281080661949638e-9	2.2261298118278645e-7	2.0447483946815496e-7	PLK1/AURKB/CDC20/BIRC5/DTL/BUB1/ZWINT/GTSE1/CLSPN/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/KNL1/NDC80/E2F7/CHEK1/MAD2L1/FBXO5/BRCA1/GFI1B/CTDSPL	30
GO:0044770	cell cycle phase transition	58/635	479/11812	4.1358321453212514e-9	2.7488124751930045e-7	2.524843729268618e-7	RRM2/PLK1/UBE2C/CCNA2/FOXM1/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CCNB2/CDT1/ESPL1/ZWINT/GTSE1/CDCA5/CLSPN/DLGAP5/BUB1B/CDC45/CDC6/TRIP13/E2F2/CDC25A/ANLN/SPC24/CDKN3/RAD51/MELK/CCNB1/NUF2/KIF14/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/CDKN2C/KNL1/CENPE/NDC80/E2F7/STIL/CHEK1/MAD2L1/AURKA/FBXO5/BRCA1/EME1/GFI1B/CCNE2/CDKN2A/CCNE1/CTDSPL/PBX1	58
GO:2001251	negative regulation of chromosome organization	21/635	87/11812	4.1887974265993825e-9	2.7488124751930045e-7	2.524843729268618e-7	PLK1/AURKB/CDC20/BIRC5/BUB1/ESPL1/TOP2A/ZWINT/BUB1B/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TTK/KNL1/PIF1/NDC80/MAD2L1/FBXO5	21
GO:0002385	mucosal immune response	10/635	18/11812	5.559985848426784e-9	3.5897779598794217e-7	3.297288721316597e-7	H2BC4/H2BC7/H2BC21/H2BC12/H2BC11/H2BC8/RNASE2/FFAR2/RNASE3/CAMP	10
GO:0000075	cell cycle checkpoint signaling	31/635	182/11812	9.15068289374506e-9	5.814314860898647e-7	5.340573992957644e-7	PLK1/AURKB/CDC20/BIRC5/DTL/BUB1/CDT1/ZWINT/GTSE1/CLSPN/BUB1B/CDC45/CDC6/TRIP13/SPC24/RAD51/CCNB1/NUF2/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/KNL1/NDC80/CHEK1/MAD2L1/BRCA1/EME1	31
GO:0010948	negative regulation of cell cycle process	39/635	268/11812	1.1567845941885804e-8	7.235326141463887e-7	6.645803597863012e-7	PLK1/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CDT1/ESPL1/ZWINT/GTSE1/CLSPN/BUB1B/CDC45/CDC6/TRIP13/SPC24/RAD51/CCNB1/NUF2/CENPF/CDCA8/NEK2/TICRR/TTK/CDK1/ORC1/E2F1/KNL1/NDC80/E2F7/CHEK1/E2F8/MAD2L1/FBXO5/BRCA1/EME1/GFI1B/CTDSPL	39
GO:1901988	negative regulation of cell cycle phase transition	36/635	236/11812	1.222878198117186e-8	7.531048349327839e-7	6.917430843762479e-7	PLK1/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CDT1/ZWINT/GTSE1/CLSPN/BUB1B/CDC45/CDC6/TRIP13/SPC24/RAD51/CCNB1/NUF2/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/E2F1/KNL1/NDC80/E2F7/CHEK1/MAD2L1/FBXO5/BRCA1/EME1/GFI1B/CTDSPL	36
GO:0042060	wound healing	41/635	293/11812	1.5337642795323462e-8	9.30251274389088e-7	8.544559215959307e-7	CAV1/MYL9/GAS6/TREML1/PPARG/SELP/MPIG6B/MFSD2B/GATA1/PF4/TFPI/GP9/MMRN1/PEAR1/GP6/ITGB3/MYLK/TNFRSF12A/GP1BA/PROS1/FN1/ALOX12/CD109/TUBB1/F2RL3/F13A1/HBB/SYTL4/GATA2/VWF/ADRA2A/EPHB2/SLC6A4/VIL1/ITGA2/PDGFA/F3/CD34/SERPING1/SLC7A11/ACVRL1	41
GO:0006270	DNA replication initiation	13/635	36/11812	2.0350105158455847e-8	1.2158428499895337e-6	1.1167779625842303e-6	CDT1/MCM10/CDC45/CDC6/MCM2/TICRR/ORC1/MCM4/MCM6/ORC6/CCNE2/GMNN/CCNE1	13
GO:0002251	organ or tissue specific immune response	10/635	20/11812	2.1276064897291037e-8	1.2524718791743533e-6	1.150422518362811e-6	H2BC4/H2BC7/H2BC21/H2BC12/H2BC11/H2BC8/RNASE2/FFAR2/RNASE3/CAMP	10
GO:0045787	positive regulation of cell cycle	37/635	252/11812	2.1738566274541306e-8	1.261151895608534e-6	1.1583953012505384e-6	RRM2/UBE2C/AURKB/CDC20/BIRC5/DTL/BUB1/ESPL1/CDCA5/DLGAP5/NCAPG/CDC6/NCAPH/CDC25A/CCNB1/KIF14/CDCA8/CDK1/NDC80/PLK4/E2F7/STIL/FEN1/CHEK1/KIF23/EGF/E2F8/SPAG5/MAD2L1/AURKA/RAD51AP1/CIT/FBXO5/SPHK1/TAL1/SLC6A4/PBX1	37
GO:0002455	humoral immune response mediated by circulating immunoglobulin	13/635	37/11812	2.9844564691418695e-8	1.6826449642218174e-6	1.5455458038120904e-6	IGHG1/EXO1/C1QC/IGHG3/C1QB/CLU/IGHA2/IGHA1/IGHM/C1QA/IGHG2/IGHG4/SERPING1	13
GO:0006956	complement activation	13/635	37/11812	2.9844564691418695e-8	1.6826449642218174e-6	1.5455458038120904e-6	IGHG1/C1QC/IGHG3/C1QB/CLU/IGHA2/IGHA1/IGHM/C1QA/IGHG2/IGHG4/VSIG4/SERPING1	13
GO:0006261	DNA-templated DNA replication	27/635	154/11812	4.472809034477124e-8	2.4867575784738786e-6	2.2841406370509645e-6	TK1/CDT1/MCM10/GINS2/CDC45/CDC6/RAD51/POLQ/MCM2/TICRR/ORC1/RECQL4/MCM4/E2F7/FEN1/POLE2/E2F8/MCM6/FBXO5/DSCC1/BRCA1/ORC6/GINS1/EME1/CCNE2/GMNN/CCNE1	27
