gene_id	limma_logFC	limma_AveExpr	limma_t	limma_pvalue	limma_padj	limma_B	ensembl_gene_id	limma_significant
ENSG00000187837	1.735879277200226	4.4199041190000035	11.097439742480642	3.974728193260829e-13	3.2136189190839637e-9	19.884643282005484	ENSG00000187837	upregulated
ENSG00000167900	2.9853286843705713	4.052464333344638	11.148768700485777	4.1439315526550146e-13	3.2136189190839637e-9	19.85373048288966	ENSG00000167900	upregulated
ENSG00000211896	5.234464342953397	9.403227831038638	10.930433420922947	8.208449833762401e-13	3.871468052704879e-9	19.162874929914814	ENSG00000211896	upregulated
ENSG00000135476	2.7883560695713188	1.358592925803228	10.73440176008894	9.984443720708907e-13	3.871468052704879e-9	18.66627759301142	ENSG00000135476	upregulated
ENSG00000111206	2.856850077838925	1.7519609242232859	10.324858006379973	2.8805531025194492e-12	8.935475724015331e-9	17.76186898663265	ENSG00000111206	upregulated
ENSG00000066279	2.7851108147719015	1.6743419475391685	10.122056353382655	4.907392944697507e-12	1.1219334428123542e-8	17.247973903152293	ENSG00000066279	upregulated
ENSG00000171848	3.545857628562925	4.594349249494009	10.210171740437426	5.063529400184706e-12	1.1219334428123542e-8	17.39406459090411	ENSG00000171848	upregulated
ENSG00000147649	0.48727672189762306	7.4057352298793955	9.987251475341507	7.013572968111656e-12	1.2459655425512554e-8	16.959019776584846	ENSG00000147649	not_significant
ENSG00000125995	0.7098038688169712	5.77434576356684	9.97582132058382	7.229974134726821e-12	1.2459655425512554e-8	16.92873804922548	ENSG00000125995	not_significant
ENSG00000123485	3.066314330483824	1.6022779158202223	9.822101337973741	1.129690815353184e-11	1.752150454612788e-8	16.43999901606597	ENSG00000123485	upregulated
ENSG00000007968	1.689403576682293	4.041070357337489	9.689617119738257	1.5562523195508133e-11	2.186816072549801e-8	16.268786048451396	ENSG00000007968	upregulated
ENSG00000170476	3.4246422854565663	5.741866219942334	9.751115927342484	1.6919273288586467e-11	2.186816072549801e-8	16.150269699340384	ENSG00000170476	upregulated
ENSG00000123131	1.0732892766631563	4.993218829595889	9.578833419768655	2.0994214560891498e-11	2.32571038495507e-8	15.906290787701021	ENSG00000123131	upregulated
ENSG00000146670	2.7802524692219186	2.010730337273924	9.58368806471674	2.160357748935013e-11	2.32571038495507e-8	15.893244212384136	ENSG00000146670	upregulated
ENSG00000148773	2.9698864324656578	4.293176044551795	9.615794181980613	2.2492363490861414e-11	2.32571038495507e-8	15.918833176501527	ENSG00000148773	upregulated
ENSG00000165409	2.296636976971408	0.24388077213973175	9.491887293275814	2.6587964682144877e-11	2.544740928077765e-8	15.365147970241653	ENSG00000165409	upregulated
ENSG00000166851	3.6473675006144815	2.3917986270678218	9.49185493197352	3.0253167012617055e-11	2.544740928077765e-8	15.59230070159267	ENSG00000166851	upregulated
ENSG00000157445	-2.2395158009268465	2.297473400624187	-9.441815378821758	3.047592892740201e-11	2.544740928077765e-8	15.589464002515115	ENSG00000157445	downregulated
ENSG00000101057	3.3956008887342652	4.865826543165534	9.521175268611254	3.117348654640718e-11	2.544740928077765e-8	15.582415666528226	ENSG00000101057	upregulated
ENSG00000072571	2.710991970069778	0.7967856099885682	9.400504861219188	3.411644991579862e-11	2.6457306909701833e-8	15.26006212200909	ENSG00000072571	upregulated
ENSG00000211592	3.0030210559187154	10.40451476974174	9.446417697132622	3.808181101806217e-11	2.8126137566197348e-8	15.355615663939464	ENSG00000211592	upregulated
ENSG00000127564	2.9631297004453065	2.0120283444288245	9.363255154309778	4.0843604125877383e-11	2.8794740908743556e-8	15.282446651028412	ENSG00000127564	upregulated
ENSG00000131747	3.040732751631453	3.651986402380815	9.329565526947086	4.8590524149328333e-11	3.269185012964971e-8	15.179013463160498	ENSG00000131747	upregulated
ENSG00000090889	3.3783097180573214	0.7220928699892424	9.248587099378721	5.333058926315956e-11	3.269185012964971e-8	14.80129291297577	ENSG00000090889	upregulated
ENSG00000017483	1.457547281720994	4.917927212493293	9.241807463343873	5.387720832690283e-11	3.269185012964971e-8	14.977799209420503	ENSG00000017483	upregulated
ENSG00000088325	2.915403293823691	3.0116467765316024	9.272748245365706	5.480258564609236e-11	3.269185012964971e-8	15.060171411100654	ENSG00000088325	upregulated
ENSG00000085999	2.6674702810882907	0.5213387607712763	9.200629644811505	5.907835424068606e-11	3.3937232380482994e-8	14.692191076248584	ENSG00000085999	upregulated
ENSG00000156970	2.6419193539483428	1.4633766437700542	9.116467532258623	7.456014155865779e-11	4.130099269909937e-8	14.648998075140575	ENSG00000156970	upregulated
ENSG00000211679	3.3408357770760393	7.543430317410855	9.171613993458825	7.998029929731886e-11	4.244298791238234e-8	14.55761620500351	ENSG00000211679	upregulated
ENSG00000143476	2.927426808688043	2.3037907850045984	9.113329145793971	8.209475418255772e-11	4.244298791238234e-8	14.638798762015574	ENSG00000143476	upregulated
ENSG00000121152	1.8813957631761722	2.4748476098794647	9.05965950398784	8.728814569634128e-11	4.3031297905205346e-8	14.593243100654735	ENSG00000121152	upregulated
ENSG00000132465	3.391780114946596	7.698135868222484	9.133239582914399	8.878153017192592e-11	4.3031297905205346e-8	14.454950568404772	ENSG00000132465	upregulated
ENSG00000167513	2.606900188799469	1.9392176257874312	9.05050974919957	9.219781096281647e-11	4.310463157202417e-8	14.501846813984734	ENSG00000167513	upregulated
ENSG00000175063	3.297211644570505	2.1557285566560402	9.068818706207503	9.513752952270145e-11	4.310463157202417e-8	14.481071318860733	ENSG00000175063	upregulated
ENSG00000115163	3.3215259868766203	0.14286229710948	9.020717394283885	9.727028401165995e-11	4.310463157202417e-8	14.112267009534863	ENSG00000115163	upregulated
ENSG00000164087	1.5131633615079045	2.291556449816135	8.984186028973427	1.0768868900478385e-10	4.6395876846227704e-8	14.384083614583886	ENSG00000164087	upregulated
ENSG00000124575	1.3768676875393666	4.610931977086005	8.960719098435582	1.1497289891883898e-10	4.819539627651872e-8	14.242544622710211	ENSG00000124575	upregulated
ENSG00000178999	2.9690445057991774	2.0715317762336345	8.974353543144487	1.201761915912831e-10	4.905086135738949e-8	14.255222350016748	ENSG00000178999	upregulated
ENSG00000171241	2.961242880840051	2.7587765487378753	8.964893729049344	1.2761069633792065e-10	5.072783689515512e-8	14.232807527384962	ENSG00000171241	upregulated
ENSG00000166794	0.912529308362724	6.721808452672428	8.909384325827569	1.3270356748795616e-10	5.072783689515512e-8	14.005536599264065	ENSG00000166794	not_significant
ENSG00000184357	2.9815806780971	1.2078903708672495	8.909023659246948	1.3710083282525484e-10	5.072783689515512e-8	14.029183117616453	ENSG00000184357	upregulated
ENSG00000092853	2.4565181723733165	1.8664931569371264	8.898811545410497	1.3736745000622278e-10	5.072783689515512e-8	14.11546474670889	ENSG00000092853	upregulated
ENSG00000142945	2.7682345591531208	1.94807616903659	8.87753333422585	1.5445376298027637e-10	5.304493265277572e-8	14.007313461685442	ENSG00000142945	upregulated
ENSG00000168298	1.4402859500224023	5.200983244477364	8.8663066460408	1.576075946723234e-10	5.304493265277572e-8	13.889104037605938	ENSG00000168298	upregulated
ENSG00000276043	2.519945690856971	3.167235618421468	8.878220137380199	1.5960318042726944e-10	5.304493265277572e-8	14.015734260745852	ENSG00000276043	upregulated
ENSG00000117399	3.4839228839190826	2.755704772141464	8.891833575435584	1.612139630152426e-10	5.304493265277572e-8	14.003987407932364	ENSG00000117399	upregulated
ENSG00000173660	0.7907109952311373	5.798934297385144	8.839565567660605	1.6137229640490725e-10	5.304493265277572e-8	13.820479479601298	ENSG00000173660	not_significant
