gene_id	ensembl_gene_id	gene_symbol	entrez_id	gene_name	deseq2_log2FC	deseq2_padj	deseq2_significant	limma_logFC	limma_AveExpr	limma_pvalue	limma_padj	limma_significant	both_tested	same_logfc_direction	both_significant	both_upregulated	both_downregulated	method_agreement	deseq2_top100	limma_top100
ENSG00000146670	ENSG00000146670	CDCA5	113130	cell division cycle associated 5	2.7587617163375495	8.864759242478374e-28	upregulated	2.7802524692219186	2.010730337273924	2.160357748935013e-11	2.32571038495507e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000092853	ENSG00000092853	CLSPN	63967	claspin	2.539679397519341	1.0663887686995451e-27	upregulated	2.4565181723733165	1.8664931569371264	1.3736745000622278e-10	5.072783689515512e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000138180	ENSG00000138180	CEP55	55165	centrosomal protein 55	3.344593212619552	1.1750721712260909e-27	upregulated	3.261180871672098	1.0981256513789577	7.983593745041805e-10	1.4232820573057288e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000126787	ENSG00000126787	DLGAP5	9787	DLG associated protein 5	3.686525937045351	1.2655282982857636e-27	upregulated	3.830314514076436	1.2704661078189499	2.5586607374917807e-9	3.128621624972677e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000109805	ENSG00000109805	NCAPG	64151	non-SMC condensin I complex subunit G	3.107592963845192	1.458982167439941e-27	upregulated	3.0449252655850128	1.5852786688511171	5.698024611885205e-10	1.1911399770839e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000156970	ENSG00000156970	BUB1B	701	BUB1 mitotic checkpoint serine/threonine kinase B	2.681712666519338	5.799348976307951e-27	upregulated	2.6419193539483428	1.4633766437700542	7.456014155865779e-11	4.130099269909937e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211962	ENSG00000211962	IGHV1-46	28465	immunoglobulin heavy variable 1-46	3.4090516359157563	6.3234574224882805e-27	upregulated	3.410635256646997	4.839450298805319	1.8505912045693055e-9	2.4532196224675155e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000142945	ENSG00000142945	KIF2C	11004	kinesin family member 2C	2.795536117179117	1.2423696757881883e-26	upregulated	2.7682345591531208	1.94807616903659	1.5445376298027637e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000135451	ENSG00000135451	TROAP	10024	trophinin associated protein	3.3017823798497976	1.4864265139055242e-26	upregulated	3.253682231213828	0.9142605213988715	2.046110200997108e-10	6.102917157204835e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000093009	ENSG00000093009	CDC45	8318	cell division cycle 45	2.9142240414150105	2.1629835686991932e-26	upregulated	2.745613732032426	1.9310088915305272	5.632995360035223e-9	5.494827549317378e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000183010	ENSG00000183010	PYCR1	5831	pyrroline-5-carboxylate reductase 1	3.0604972606881407	2.9087507418618567e-26	upregulated	2.982481724113653	1.462492803729553	5.040316299375075e-9	4.947804164766292e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000072571	ENSG00000072571	HMMR	3161	hyaluronan mediated motility receptor	2.814452538247086	2.922844255164934e-26	upregulated	2.710991970069778	0.7967856099885682	3.411644991579862e-11	2.6457306909701833e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000094804	ENSG00000094804	CDC6	990	cell division cycle 6	2.8250298685822046	4.2266966482166917e-26	upregulated	2.8027041742562915	2.009315295488232	8.078843431366054e-10	1.423694254860982e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000237649	ENSG00000237649	KIFC1	3833	kinesin family member C1	2.591562521882121	4.978054243103662e-26	upregulated	2.51813132548894	1.6002912165912242	1.6416226739737167e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000129538	ENSG00000129538	RNASE1	6035	ribonuclease A family member 1, pancreatic	4.9613604302032055	4.994405235501795e-26	upregulated	4.496098695900697	2.1470947577111956	1.0660306777293977e-6	2.7284052494361317e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000099958	ENSG00000099958	DERL3	91319	derlin 3	2.6042851705552037	6.089685035620133e-26	upregulated	2.5334362802202977	2.449301269270152	5.343589407916396e-10	1.1353297495449767e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211592	ENSG00000211592	IGKC	3514	immunoglobulin kappa constant	3.0238473710018328	1.0722263152153936e-25	upregulated	3.0030210559187154	10.40451476974174	3.808181101806217e-11	2.8126137566197348e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000176890	ENSG00000176890	TYMS	7298	thymidylate synthetase	2.8533706968378953	1.0722263152153936e-25	upregulated	2.6320136486840786	1.3839810258180145	9.157272194821995e-9	7.761163483152411e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000211956	ENSG00000211956	IGHV4-34	28395	immunoglobulin heavy variable 4-34	4.1311233854071325	1.1450818745177396e-25	upregulated	3.906435988098816	5.991117359557239	2.1048911252559898e-10	6.159785160890641e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000085999	ENSG00000085999	RAD54L	8438	RAD54 like	2.7557555057268286	1.1826074643906452e-25	upregulated	2.6674702810882907	0.5213387607712763	5.907835424068606e-11	3.3937232380482994e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000071539	ENSG00000071539	TRIP13	9319	thyroid hormone receptor interactor 13	2.9459835671946952	1.8336192644193845e-25	upregulated	2.7248599987123225	1.6507360255124983	9.648763623140073e-9	8.002798063898531e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000143603	ENSG00000143603	KCNN3	3782	potassium calcium-activated channel subfamily N member 3	3.840966984795551	2.4844146937798318e-25	upregulated	3.854451035787393	0.7967373517534329	5.024216272809907e-9	4.947804164766292e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000121152	ENSG00000121152	NCAPH	23397	non-SMC condensin I complex subunit H	1.9471283588616652	1.4182061601310084e-24	upregulated	1.8813957631761722	2.4748476098794647	8.728814569634128e-11	4.3031297905205346e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000111665	ENSG00000111665	CDCA3	83461	cell division cycle associated 3	2.309571632415088	1.5800423839493164e-24	upregulated	2.200783588398838	1.5603620719823874	9.74076072352593e-10	1.6245075142138404e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211679	ENSG00000211679	IGLC3	3539	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	3.499516509123214	1.5800423839493164e-24	upregulated	3.3408357770760393	7.543430317410855	7.998029929731886e-11	4.244298791238234e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000132465	ENSG00000132465	JCHAIN	3512	joining chain of multimeric IgA and IgM	3.442409640755586	2.8906058719167183e-24	upregulated	3.391780114946596	7.698135868222484	8.878153017192592e-11	4.3031297905205346e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000007968	ENSG00000007968	E2F2	1870	E2F transcription factor 2	1.740799721365731	5.849764553983963e-24	upregulated	1.689403576682293	4.041070357337489	1.5562523195508133e-11	2.186816072549801e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000164045	ENSG00000164045	CDC25A	993	cell division cycle 25A	2.9747769668910844	9.231987013934181e-24	upregulated	2.959899788601624	0.17383790629822732	8.391551839690616e-10	1.4461441003733497e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000011426	ENSG00000011426	ANLN	54443	anillin, actin binding protein	2.7520984374599364	1.281561862216018e-23	upregulated	2.579696559978485	0.9441510109710026	2.137556251923021e-9	2.69540629815659e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000111291	ENSG00000111291	GPRC5D	55507	G protein-coupled receptor class C group 5 member D	3.2829800590470692	2.029226921101733e-23	upregulated	3.2646687953447535	0.1232106357550097	1.7369933161088373e-10	5.388153266569613e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000161888	ENSG00000161888	SPC24	147841	SPC24 component of NDC80 kinetochore complex	2.8190513322002726	2.6031624499642455e-23	upregulated	2.686289943857084	0.5879036871778341	1.7362834911173602e-10	5.388153266569613e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000100526	ENSG00000100526	CDKN3	1033	cyclin dependent kinase inhibitor 3	2.6473629049133516	4.733862556212266e-23	upregulated	2.55246519276674	1.708879234089148	1.1557222190555624e-9	1.867213710161643e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000017483	ENSG00000017483	SLC38A5	92745	solute carrier family 38 member 5	1.4995852294005738	4.979802552603115e-23	upregulated	1.457547281720994	4.917927212493293	5.387720832690283e-11	3.269185012964971e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000239264	ENSG00000239264	TXNDC5	81567	thioredoxin domain containing 5	2.483105643532165	5.091501815541049e-23	upregulated	2.3077347138066546	3.308513199037569	1.1905503166452191e-8	9.469454057008896e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000169607	ENSG00000169607	CKAP2L	150468	cytoskeleton associated protein 2 like	3.0681076490735366	5.836449343353664e-23	upregulated	2.990187787748904	0.5343026222120875	4.4263891217714626e-9	4.5166641630707484e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000244437	ENSG00000244437	IGKV3-15	28913	immunoglobulin kappa variable 3-15	3.173432306177746	6.72234846592661e-23	upregulated	3.105843383594525	5.7481995427228405	5.211951444679022e-10	1.1227412070412727e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000051180	ENSG00000051180	RAD51	5888	RAD51 recombinase	2.4142445475329133	6.72234846592661e-23	upregulated	2.3478631113644326	2.0715411628397398	2.768731295213977e-9	3.278093312119754e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000154839	ENSG00000154839	SKA1	220134	spindle and kinetochore associated complex subunit 1	2.904335700774256	9.32337880281811e-23	upregulated	2.7043261356888024	0.8443713299114338	5.695258592272339e-8	3.2004877089182604e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000051341	ENSG00000051341	POLQ	10721	DNA polymerase theta	2.0836280094562367	1.1006726433740484e-22	upregulated	2.033181978378285	1.804778438681997	2.703618545323452e-10	7.107309091180804e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000165480	ENSG00000165480	SKA3	221150	spindle and kinetochore associated complex subunit 3	3.147166473849268	1.1006726433740484e-22	upregulated	3.109637993681241	0.8547358109523184	2.636225205391164e-9	3.1943635105950746e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000223350	ENSG00000223350	IGLV9-49	28773	immunoglobulin lambda variable 9-49	4.16359568532477	1.1984048047040302e-22	upregulated	3.9375459034009324	2.322226538486086	3.760640695942603e-6	7.147982499273256e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000138160	ENSG00000138160	KIF11	3832	kinesin family member 11	2.2038517759625464	1.3595974339115348e-22	upregulated	2.080539567127532	3.0021714383049534	1.7216922869597861e-9	2.3287253440484692e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000211666	ENSG00000211666	IGLV2-14	28815	immunoglobulin lambda variable 2-14	3.165267625501096	1.8523619174672656e-22	upregulated	3.160809332029962	6.26428843519159	5.759864492668762e-10	1.1911399770839e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211659	ENSG00000211659	IGLV3-25	28793	immunoglobulin lambda variable 3-25	4.330740476513605	2.398940123660703e-22	upregulated	4.399336481251972	5.80239564191255	7.689779813278329e-10	1.4031586459287868e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000171320	ENSG00000171320	ESCO2	157570	establishment of sister chromatid cohesion N-acetyltransferase 2	2.505245912621133	2.7231438874850373e-22	upregulated	2.3838577328606974	0.554021476658092	3.38776409401283e-10	8.596147573939012e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000165304	ENSG00000165304	MELK	9833	maternal embryonic leucine zipper kinase	2.991657938243917	2.7431532922531476e-22	upregulated	3.0316002841578378	1.0376307390557888	1.4343039257490614e-9	2.0986843290913152e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000048462	ENSG00000048462	TNFRSF17	608	TNF receptor superfamily member 17	3.2547953331703843	4.27974164412385e-22	upregulated	3.2402067144397595	2.9089438406301684	6.646759413404552e-8	3.5920292160942373e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000163808	ENSG00000163808	KIF15	56992	kinesin family member 15	2.310600882382641	5.327181543461941e-22	upregulated	2.1954857507660632	1.8551494941918707	2.0201380033823335e-9	2.611028369371666e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000134057	ENSG00000134057	CCNB1	891	cyclin B1	2.177098680345583	5.670161179410464e-22	upregulated	2.039301112352441	2.9923979305037216	1.070578333909188e-8	8.739299978385003e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000137563	ENSG00000137563	GGH	8836	gamma-glutamyl hydrolase	2.3045257634070877	8.253354142697672e-22	upregulated	2.1297586473677734	2.6335167989596147	6.913694138360767e-9	6.459722655781656e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000147649	ENSG00000147649	MTDH	92140	metadherin	0.49213760997976186	9.792844518841195e-22	not_significant	0.48727672189762306	7.4057352298793955	7.013572968111656e-12	1.2459655425512554e-8	not_significant	TRUE	TRUE	FALSE	FALSE	FALSE	not_significant_in_both	TRUE	TRUE
ENSG00000178445	ENSG00000178445	GLDC	2731	glycine decarboxylase	3.7084209225328264	1.037537512833054e-21	upregulated	3.5412720601738843	1.8164015778178992	7.842283774805529e-7	2.199526606640755e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
ENSG00000164087	ENSG00000164087	POC1A	25886	POC1 centriolar protein A	1.5755206771899362	1.3955852664668835e-21	upregulated	1.5131633615079045	2.291556449816135	1.0768868900478385e-10	4.6395876846227704e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000165409	ENSG00000165409	TSHR	7253	thyroid stimulating hormone receptor	2.33920031241754	1.4024011062797266e-21	upregulated	2.296636976971408	0.24388077213973175	2.6587964682144877e-11	2.544740928077765e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211598	ENSG00000211598	IGKV4-1	28908	immunoglobulin kappa variable 4-1	2.994666161123103	2.3220356450655915e-21	upregulated	3.0673411769350505	6.83662447374241	4.850328224805446e-10	1.074694153810464e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	TRUE
ENSG00000211955	ENSG00000211955	IGHV3-33	28434	immunoglobulin heavy variable 3-33	3.329403559413705	2.76738995542933e-21	upregulated	3.25380099534069	5.024390811142426	8.236936590398804e-8	4.202463372272548e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated	TRUE	FALSE
