gene_id	S061_257	S062_258	S063_259	S064_260	S065_261	S066_265	S067_270	S068_272	S069_273	S070_279	S071_280	S181_255	S182_SHXA10	S183_263	S184_SHXA18	S185_266	S186_SHXA14	S145_nCOV001_C	S147_nCoV001EUHM-Draw-1	S149_nCoV002EUHM-Draw-2	S150_nCoV003EUHM-Draw-1	S151_nCoV004EUHM-Draw-1	S152_nCoV006EUHM-Draw-1	S153_nCoV007EUHM-Draw-1	S154_nCoV0010EUHM-Draw-1	S155_nCOV021EUHM	S156_nCOV024EUHM-Draw-1	S157_nCOV0029EUHM	S175_nCoV024EUHM-Draw-2	S176_nCoV025EUHM-Draw-1	S177_nCoV025EUHM-Draw-2	S178_nCoV028EUHM-Draw-1	S179_nCoV033EUHM-Draw-1	S180_nCoV034EUHM-Draw-1
ENSG00000188976	11.107825686630548	10.756456243347612	10.61043372641211	10.722349724039097	10.54911232229951	10.812825699291148	10.8038320337423	10.830277206761227	10.775630080940449	10.733519397804923	10.709278574288398	10.752805721523222	10.833348612767775	10.819742064806308	10.675331497311383	10.59815185511622	10.543697086943004	10.756130257881235	10.350564265161976	10.865332462705314	10.886017246227887	11.209831872727996	10.927950277352384	10.651227094193738	10.822508046231555	10.951729314722115	10.528678075874714	10.846543224931512	10.413154825172152	10.668293085968143	10.759235781218003	10.5020183504339	10.838324768406506	10.72207258622068
ENSG00000187961	8.57556890547188	8.713874131814237	8.401204547582035	8.78495083489492	8.427931455644499	8.025325111159724	8.759771071770507	8.705698638263488	8.695622729998783	8.508868355674327	8.313584444233342	8.532603337229041	8.63489083369983	8.200420358563346	8.589153080201568	8.253367651652468	7.904176409942203	8.446250069155223	8.23715610359627	8.642844957261888	8.700937080435612	8.176987265572963	8.458772237737614	8.451609722453018	8.308326737198444	8.381275710493727	8.2010643427303	8.663606766897844	8.942343456095138	8.245078647237484	8.56158258700353	8.093693140799267	8.315942751889802	8.644584916345503
ENSG00000187583	5.954964101312136	6.132286119056476	5.8646440797995	5.967396134094846	5.48184183067106	6.120913670241344	5.853161157482837	5.864620824759994	5.307556661959814	5.852060209071436	6.326722162280595	5.909109207676215	5.756516032331699	5.886554208082418	5.711974806001525	6.018048968947934	5.888914992247062	6.206316287185238	5.528934024346843	6.682051636424394	6.118919929083246	6.584851245493874	6.389714440143488	6.596357278376243	6.88548783330186	6.709314736892717	7.235595415276816	6.646263220234941	6.74935218480397	6.495873994858493	6.504668258565892	6.412339630639181	6.320983014219971	6.472253958067527
ENSG00000188290	7.721242909250871	7.210361263561732	6.551890808723774	7.115714012721833	7.945758144578519	7.700246285252807	7.663792969586541	8.012635970707322	7.178272589997263	6.986437649867608	6.981632352080511	8.318535830327852	8.329507552694798	7.354689888928556	8.208737679762176	7.846927768166071	8.748347738344332	8.130745221149205	8.169266054825105	8.924660362271792	7.6417200120618745	7.897517637367781	8.449033153892643	9.931155539760852	7.478149377903873	5.202860888021978	7.916219688278389	7.786168800811352	8.027377021817337	6.998159034839562	7.747569507009307	8.003696116598476	7.714639853757248	8.210188587588712
ENSG00000187608	10.709204382529512	10.327824578257495	9.860743145937032	10.494697430101231	11.036423294021027	10.217837193377942	11.238534237520566	10.498894144906963	10.021632583066403	10.18965186501806	10.552794606666952	10.631557742373715	10.307595036092833	10.67280776557698	10.675331497311383	10.552902891227737	10.452105059272526	10.116653379483063	12.461015939333597	10.524524524848362	10.638368965893621	10.5545018263204	10.750375100754386	15.511111167220479	12.931582359763835	9.740555592932528	14.423714522218498	11.654397049323114	10.82103291092596	9.856439925203492	9.954139833775175	10.360128426924284	10.265490621361534	10.927920684036941
ENSG00000188157	6.220603356500006	5.35174518820994	5.189405555365655	5.398880604033159	5.87922903294	5.822206247311247	6.296308414475871	5.6739754758156815	5.903070897174829	5.3278267175581595	5.434580147773932	5.600085745285934	5.402322004784451	5.246379791791956	5.910278751988952	5.454995088753257	4.738199568740269	5.101624831150854	6.136063477652534	5.674387280722566	5.610977599762526	5.975311257294619	5.437230793271986	7.065137733916773	6.0799023388151445	5.9721801191847605	6.129733156506039	6.535206457517871	6.357271190568589	5.568723597569926	5.351452743475166	5.482757735843849	6.18149698833975	5.865925541569599
ENSG00000217801	5.230122710477465	4.785854694247585	4.875583187598627	5.0247071284482105	4.9500225698206295	4.551765941778013	4.9583529256877386	5.333577314852347	5.182857286200308	5.295604652891492	4.723392333276739	5.794690100279828	5.693698063175546	5.03789878147863	6.08153158332179	5.7409129462412	5.461596512023023	5.340576770310534	5.00753104620443	5.08245438307811	5.693838241445151	5.099339283875484	5.292404660506041	5.874635206204009	4.378669559902384	5.548189508205093	5.105863374358314	5.037630278588986	5.870778215808069	4.750967688363595	5.66531551511568	5.169310248531109	5.388335098482599	6.562782724810437
ENSG00000131591	9.173131766364016	8.760719304664907	8.622717105511066	8.874404792223876	8.38605590795287	8.467985875289438	8.931502923127415	8.708967871086763	8.7815669119173	8.552820466323992	8.549775314722512	8.651825025508447	8.889851824980353	8.60608653842595	8.664041114771342	8.487315502831839	8.361421763777972	8.475542726203852	8.677402012106999	8.733330774177645	8.632890638517939	8.251206488775765	8.548143556000841	8.769843263491705	8.153011881335281	8.48348530872028	8.395119777191836	8.68596153513914	8.441333658531534	8.193228135621974	8.542859820625106	8.402492219357878	8.730420997883312	8.987314029218256
ENSG00000186891	7.794703320961949	8.326913848865528	6.566333496081863	7.9935821411669075	7.175031562016197	7.586301508729639	7.213997664211558	7.831991657032726	7.48172174208134	7.595856789792116	7.275896222798904	7.417981684812792	7.543598848365824	7.325149290707528	7.4140127846011	7.791641026268268	7.23660996048291	7.780451400095738	8.174603972128125	7.530908123906385	8.632890638517939	7.3492727289028785	6.834806566574621	7.590882394429978	6.948171918717739	7.745160343029067	6.41789790687725	7.360628161035385	6.6944312613237145	6.456184916488742	6.711196921046401	7.793997984987594	7.4473414257908175	7.866684756005221
ENSG00000186827	7.708623362300614	8.789241522465726	7.173032183428042	8.55053963440342	7.67775592854296	7.539405333658033	8.24837479059002	8.168274684371504	8.317991055440842	7.532550877364106	8.268768708308345	7.8373429659891825	7.838358860221563	7.75353242881211	7.920215943237776	7.785363883348062	7.669331960127992	8.704791959582312	7.993086107162649	8.660524879158624	8.354143865932949	8.125284610222364	7.972449305285719	8.848096166143224	6.520835609756547	8.95103163458694	6.995106111877513	8.155421698348018	6.8193449405006055	7.5802257710925485	8.069472571463416	8.17012510246973	7.681767874416583	8.53140530389901
ENSG00000078808	11.265019297604109	11.328412020187413	11.013617770209994	11.259342044979276	11.16459201214498	11.227591797945264	11.180178557395317	11.189382418209705	10.998755170099873	11.206577733385636	11.200750319035418	11.04944714240701	11.092153279538083	10.95964577510717	10.944800002974906	11.075446801091442	10.817678706402676	11.224341159928361	11.333356125615586	11.487794552270955	11.552517537804718	11.648558442517869	11.42538172382312	11.43874032297233	11.788671262116447	11.539829728960159	11.644844451463586	11.407156844885769	11.446969764761121	11.160884774225337	11.274567967292445	11.022327614838723	11.335918864684713	11.224359682810775
ENSG00000176022	9.733969772482403	9.72849899157215	9.278852411287179	9.663993770236946	9.494666740751102	9.631413750043189	9.483601886204054	9.774173594106097	9.576374867990296	9.481388584043286	9.530450150097952	9.339156927807961	9.23284605291099	9.43866404481598	9.32620416253213	9.218102488700199	9.289507751469518	9.656781895196495	9.532479156727668	9.370719206901331	9.429640025380138	9.540078550326147	9.325419464880337	9.551155515376445	9.333637208792977	9.263773672765526	9.233587542064326	9.288242386710332	9.049776540734312	8.998355527152663	9.251625290474282	9.243697866690642	9.319715412558232	8.990487434706802
ENSG00000160087	10.178268813421706	10.206319000720036	10.021059697861654	10.017881211823374	9.994697579047267	10.212544266408553	10.044889156341783	10.094386389148145	10.079673646711104	10.108665312089668	10.221722619208188	9.710481510386582	9.824454338354132	9.842864412689325	9.789814933269097	9.597390686040645	9.46478138339745	10.218995928958366	10.182400527303937	10.224155528171718	10.129907778565753	10.397663457290953	10.093989218742443	10.295780583954224	10.390562431054512	10.703805573530122	10.35204888718213	10.033610976886717	10.372376859235587	10.109923447513177	10.127261623427133	10.014612228416025	10.089727545109765	9.670202594851503
ENSG00000162572	6.16393328010311	6.750697794424286	6.381983297688427	6.167561087002611	6.397694008541198	5.5836140944348776	6.956532738176774	6.196039594365654	6.624419299921133	6.362245811193526	6.375287558435614	6.156833189062262	6.336009009071624	5.907909527616662	6.604666180946673	6.105507185751749	5.591408461196582	5.953889464598152	6.328001003842431	5.674387280722566	6.137807255343027	6.149189127783594	6.13533051701142	6.8960877417646405	5.858253444171636	6.001758497974861	5.219461016193955	5.989439836754791	6.357271190568589	5.39418511067716	6.098699697222636	6.226957414147586	6.562768148522611	6.4908481536204015
ENSG00000131584	10.69336667889694	10.248994670221428	9.894542540804428	10.285609967257233	9.99041236905321	10.000422975303946	10.274434247791708	10.178056939951718	10.07482392214305	10.011371637163606	9.853159882449445	9.859756249699343	10.287102699846171	9.774111449108029	10.18270999268828	9.770281082775762	9.409342274289104	10.191567961745578	9.315845164145594	10.494077059688314	10.298907422241927	10.431221509096279	9.948047156503462	10.082741626926664	10.258447011737825	10.370022018057053	9.61837071259136	9.862136396577535	10.352270517131238	9.981986344091457	10.067042487773811	9.899934468698625	10.203503241605608	10.529523377355458
ENSG00000169972	8.170381004484327	7.867041737646685	7.495489083844179	7.9270035554854115	7.704307500485617	7.800096810967088	7.711934537013642	7.941976421711528	7.661784932576804	7.765479182787586	7.786245020605718	7.497024009804601	7.959573308787403	7.453487510557919	7.843619048973548	7.523712497091591	7.305905949989607	7.939453935898717	7.71345913474321	7.917929131902813	8.208578387498301	7.972661410079027	7.972449305285719	8.08818020818886	7.971378824404473	8.158245741369763	7.694322997496151	7.725564210493298	7.882099628836536	7.65051796037991	7.721068603989537	7.76136279276438	7.604911936950245	8.13746992657334
ENSG00000127054	11.27516235292976	11.06565688392659	10.918959755048864	11.123560288042164	10.839093344211804	10.865704790123722	11.003342662629489	10.92386648912647	10.990410876797192	10.900737590420894	10.934807643780543	10.787884687684691	10.821663173306398	10.837990266633723	10.833705317496387	10.747004173173	10.815475258877777	10.9441549247571	10.83613799720257	11.282934984022232	11.185125446341107	11.222919767238308	11.118598479589556	11.338056789782335	11.201884460511806	11.194394143346003	11.270269193845682	11.035351402115284	11.049584206989902	10.969214967281612	11.0186417741225	10.882747277699156	11.185912432578153	11.018456048796907
ENSG00000224051	9.867019252451287	9.634254273926809	9.34759559613782	9.4750914575538	9.251271560940058	9.340509759758527	9.709734886459444	9.548500943641866	9.4014361440627	9.387544108870205	9.467074177606708	8.347104864970781	8.773226560236713	8.546998323994858	8.76214473978277	8.711732075522809	8.76063135585948	9.542977139337099	9.218652033355811	10.04754364718423	9.310066911580194	9.639924878069678	9.483829820028138	9.773809894257923	9.479086020318093	9.471764885836272	8.93311505039361	9.200087717664838	9.620084789280856	9.082948938049054	9.431155132581035	9.362185417497775	9.550073365659495	8.984133614702055
ENSG00000169962	6.425825057782765	5.634714326974052	5.8146719678517105	5.676063226829261	6.5008620215060375	5.4597866525796075	6.479358601095816	5.759343535952492	5.903070897174829	5.930388150627699	5.782599932781959	5.7013182198762635	5.927748814695076	5.907909527616662	5.839585130124756	5.558290864583413	6.003655000212316	5.701973515552986	5.636417503751245	6.198490929851293	6.482609535055544	6.801985699626661	6.109575785687028	6.260393470594035	6.456700109813572	6.974978837500376	6.079230836635677	6.6985935773462355	6.853060412661238	5.755444177813052	6.032231257453367	6.33819404799638	7.201794357615871	6.157183839582258
ENSG00000107404	8.197658106214215	8.076447580821547	8.239290001676068	8.266181343573326	8.205156934872512	8.150546881876744	8.376703880128186	8.260405294420229	8.531634144843524	8.182952269136901	7.939971045151612	7.896651643050941	8.429886215568606	8.184164166843635	8.095490299357365	8.188397621033241	7.853306287076242	8.167147119176686	7.72079424488251	8.70805318151512	8.065490832665777	8.208379833988378	8.210387028732953	8.08170296611193	8.526426986708262	7.95946389788974	6.5687062997662595	7.9696792808189905	8.304222233348167	8.064414672136932	8.441364275469036	8.04489573972816	8.486858039137115	8.253172821368667
ENSG00000162576	5.525011893486887	5.155398836886396	5.936047627982411	5.530388658477337	6.328960541807626	4.305480827661695	5.231708679831705	5.582035617858355	7.122286571605004	4.730663851053197	4.793892236523384	5.066781291499341	6.889245325545566	5.886554208082418	5.839585130124756	4.955914611764995	5.839925106302988	4.854309001517572	5.00753104620443	4.856499771125302	4.718218063162006	4.543202009831489	5.292404660506041	5.842059163978591	4.547891832535899	5.078635739073452	4.976750864721335	6.094211296022219	4.681704177833456	4.750967688363595	4.324458684575286	4.295845142779812	5.478662570079206	5.924066267625733
ENSG00000175756	10.644782674773237	10.48412278930094	10.370374056636235	10.355172952197957	10.392314818963134	10.455934226705574	10.373565585081629	10.185108335948774	10.242054834244424	10.437606445454406	10.616628514031907	10.12417126389134	10.173478852154878	10.26226586412068	10.243344888824431	10.179324335841201	9.962538708061317	10.405259335036314	10.890519925831454	10.823825075423104	11.026856958765805	10.896659698689858	10.722403524717695	10.912719406140809	10.951290995402347	11.064645595403467	10.811457372815836	10.905485101306935	10.854089554493047	10.797057505191457	10.830325193089003	10.638660698959923	10.575718444283941	10.456880394536714
ENSG00000221978	12.255607021512745	12.027032363382062	12.230105678303504	12.2834229274095	12.11426670808611	11.814017481236938	12.278976200495423	12.13948387461752	12.19159775792576	11.98043356327241	11.814062567485536	12.249775555516855	12.164454585465645	12.191002674580487	12.288643620481583	12.003461143937333	12.432261339826473	12.045303408133757	11.548489955834789	11.3619405043978	11.573265845785969	11.238924930411406	11.858840778864192	11.348178365145507	11.111357160998306	11.42146102605685	11.458304036829752	12.009541743272255	11.273036068318843	11.222374174254778	11.616416856926367	11.955502574331453	12.148114861000277	12.110277647179034
ENSG00000224870	9.465814231315687	9.275856613409557	9.316754618364824	9.32063522328297	9.231427793230115	9.14311222251508	9.3213484671326	9.3514969490164	9.439674039170356	9.042215753291622	8.824637314166955	8.553172801717603	8.860753107784985	8.772764223934473	8.892392594864155	8.724864619081087	8.265444938156369	9.116628012539108	8.627744332794032	8.818461107322639	8.808585010933374	8.77142673067352	8.851304340599587	9.329204325263046	8.834861328402944	8.402307615754221	8.600481650065795	8.919457776570724	8.713539495383356	8.493830927776306	8.975729141113664	9.035254876586725	8.609444277196513	8.668570572889836
ENSG00000242485	9.488025971757517	9.5317288561399085	9.569618527408739	9.174268208559594	9.512711578572912	9.489791245110393	9.29013826199183	9.3639835184234	9.292819626606608	9.374556794514172	9.280988141714285	9.228539938023006	9.10085877759281	9.075139165612692	9.072809139217611	9.158896052732064	9.012463061087205	9.593399241580205	10.052533224377344	9.420808253053153	9.72652357495371	9.621432116416896	9.630847988907618	9.838439698772815	9.671825989694817	9.618035638425805	9.760095103729588	9.807903755663554	9.735490036765288	9.720941244631575	9.758981539747664	9.695927352586676	9.429676918582949	8.833216370860475
